"Plot Title:  LullwaterEdgeTower_21421601_20220609"
"#","Date","Time, GMT-04:00","Temp, °C (LGR S/N: 21421601, SEN S/N: 21421601)","RH, % (LGR S/N: 21421601, SEN S/N: 21421601)"
112,22-06-10,20:45:00,23.228,58.803
113,22-06-10,21:00:00,22.927,59.609
114,22-06-10,21:15:00,22.627,62.051
115,22-06-10,21:30:00,22.456,59.976
116,22-06-10,21:45:00,22.241,63.516
117,22-06-10,22:00:00,21.941,63.272
118,22-06-10,22:15:00,21.812,65.983
119,22-06-10,22:30:00,21.683,71.087
120,22-06-10,22:45:00,21.640,70.183
121,22-06-10,23:00:00,21.512,73.431
122,22-06-10,23:15:00,21.555,71.184
123,22-06-10,23:30:00,21.383,76.044
124,22-06-10,23:45:00,21.211,76.557
125,22-06-11,00:00:00,21.211,72.088
126,22-06-11,00:15:00,21.040,75.531
127,22-06-11,00:30:00,20.825,75.824
128,22-06-11,00:45:00,21.083,75.678
129,22-06-11,01:00:00,20.782,78.681
130,22-06-11,01:15:00,20.782,79.096
131,22-06-11,01:30:00,20.697,76.972
132,22-06-11,01:45:00,20.697,77.973
133,22-06-11,02:00:00,20.611,78.095
134,22-06-11,02:15:00,20.611,80.122
135,22-06-11,02:30:00,20.611,78.950
136,22-06-11,02:45:00,20.525,79.267
137,22-06-11,03:00:00,20.568,81.270
138,22-06-11,03:15:00,20.568,79.170
139,22-06-11,03:30:00,20.568,78.999
140,22-06-11,03:45:00,20.525,80.537
141,22-06-11,04:00:00,20.568,80.513
142,22-06-11,04:15:00,20.525,79.414
143,22-06-11,04:30:00,20.439,80.684
144,22-06-11,04:45:00,20.396,82.857
145,22-06-11,05:00:00,20.311,82.027
146,22-06-11,05:15:00,20.268,83.443
147,22-06-11,05:30:00,20.225,82.930
148,22-06-11,05:45:00,20.096,84.054
149,22-06-11,06:00:00,20.010,84.664
150,22-06-11,06:15:00,19.924,85.031
151,22-06-11,06:30:00,19.924,85.177
152,22-06-11,06:45:00,19.839,86.447
153,22-06-11,07:00:00,19.839,87.619
154,22-06-11,07:15:00,19.924,87.350
155,22-06-11,07:30:00,20.139,86.593
156,22-06-11,07:45:00,20.396,86.374
157,22-06-11,08:00:00,20.568,86.691
158,22-06-11,08:15:00,20.782,86.081
159,22-06-11,08:30:00,21.683,83.223
160,22-06-11,08:45:00,22.413,80.073
161,22-06-11,09:00:00,23.442,77.118
162,22-06-11,09:15:00,24.944,69.011
163,22-06-11,09:30:00,26.703,60.317
164,22-06-11,09:45:00,28.976,53.089
165,22-06-11,10:00:00,27.990,54.066
166,22-06-11,10:15:00,28.676,49.963
167,22-06-11,10:30:00,28.462,57.656
168,22-06-11,10:45:00,28.333,50.037
169,22-06-11,11:00:00,29.920,51.160
170,22-06-11,11:15:00,29.620,49.597
171,22-06-11,11:30:00,27.689,55.775
172,22-06-11,11:45:00,26.960,58.144
173,22-06-11,12:00:00,28.547,50.842
174,22-06-11,12:15:00,29.019,49.670
175,22-06-11,12:30:00,28.805,50.476
176,22-06-11,12:45:00,27.818,54.823
177,22-06-11,13:00:00,28.076,55.678
178,22-06-11,13:15:00,28.161,54.774
179,22-06-11,13:30:00,28.247,52.112
180,22-06-11,13:45:00,27.432,58.071
181,22-06-11,14:00:00,28.547,50.525
182,22-06-11,14:15:00,28.891,52.381
183,22-06-11,14:30:00,28.333,54.286
184,22-06-11,14:45:00,28.290,56.459
185,22-06-11,15:00:00,27.775,56.508
186,22-06-11,15:15:00,27.604,66.178
187,22-06-11,15:30:00,27.647,63.297
188,22-06-11,15:45:00,28.076,66.764
189,22-06-11,16:00:00,28.676,55.043
190,22-06-11,16:15:00,27.861,58.901
191,22-06-11,16:30:00,27.947,62.759
192,22-06-11,16:45:00,28.161,58.071
193,22-06-11,17:00:00,28.547,54.774
194,22-06-11,17:15:00,27.647,56.313
195,22-06-11,17:30:00,27.861,57.167
196,22-06-11,17:45:00,27.732,58.217
197,22-06-11,18:00:00,27.089,63.443
198,22-06-11,18:15:00,27.003,65.983
199,22-06-11,18:30:00,28.247,57.973
200,22-06-11,18:45:00,27.647,62.515
201,22-06-11,19:00:00,26.789,65.201
202,22-06-11,19:15:00,26.188,67.375
203,22-06-11,19:30:00,26.016,67.985
204,22-06-11,19:45:00,26.016,66.911
205,22-06-11,20:00:00,26.317,66.740
206,22-06-11,20:15:00,25.973,66.422
207,22-06-11,20:30:00,25.373,67.766
208,22-06-11,20:45:00,25.158,68.791
209,22-06-11,21:00:00,25.030,69.695
210,22-06-11,21:15:00,24.772,71.184
211,22-06-11,21:30:00,24.729,71.160
212,22-06-11,21:45:00,24.815,71.770
213,22-06-11,22:00:00,24.815,72.698
214,22-06-11,22:15:00,24.601,73.138
215,22-06-11,22:30:00,24.300,73.431
216,22-06-11,22:45:00,24.429,73.138
217,22-06-11,23:00:00,24.343,74.115
218,22-06-11,23:15:00,24.000,75.800
219,22-06-11,23:30:00,23.828,75.726
220,22-06-11,23:45:00,23.528,79.023
221,22-06-12,00:00:00,23.356,77.631
222,22-06-12,00:15:00,23.271,78.071
223,22-06-12,00:30:00,23.142,79.829
224,22-06-12,00:45:00,22.970,81.734
225,22-06-12,01:00:00,22.799,81.978
226,22-06-12,01:15:00,22.713,83.150
227,22-06-12,01:30:00,22.627,82.051
228,22-06-12,01:45:00,22.498,82.515
229,22-06-12,02:00:00,22.327,83.712
230,22-06-12,02:15:00,22.327,84.176
231,22-06-12,02:30:00,22.155,85.128
232,22-06-12,02:45:00,22.155,86.300
233,22-06-12,03:00:00,22.155,86.398
234,22-06-12,03:15:00,22.413,84.542
235,22-06-12,03:30:00,22.284,86.081
236,22-06-12,03:45:00,22.027,87.277
237,22-06-12,04:00:00,22.198,86.691
238,22-06-12,04:15:00,22.069,86.496
239,22-06-12,04:30:00,22.112,86.716
240,22-06-12,04:45:00,21.941,87.619
241,22-06-12,05:00:00,21.855,89.060
242,22-06-12,05:15:00,21.683,88.742
243,22-06-12,05:30:00,21.640,89.280
244,22-06-12,05:45:00,21.469,89.890
245,22-06-12,06:00:00,21.383,90.867
246,22-06-12,06:15:00,21.254,91.136
247,22-06-12,06:30:00,21.254,91.893
248,22-06-12,06:45:00,21.297,91.038
249,22-06-12,07:00:00,21.340,91.551
250,22-06-12,07:15:00,21.426,91.306
251,22-06-12,07:30:00,21.598,91.038
252,22-06-12,07:45:00,21.898,89.866
253,22-06-12,08:00:00,22.498,87.302
254,22-06-12,08:15:00,22.885,88.230
255,22-06-12,08:30:00,23.785,82.442
256,22-06-12,08:45:00,24.343,81.221
257,22-06-12,09:00:00,25.287,78.706
258,22-06-12,09:15:00,27.218,71.941
259,22-06-12,09:30:00,28.118,68.864
260,22-06-12,09:45:00,28.419,64.371
261,22-06-12,10:00:00,29.877,61.880
262,22-06-12,10:15:00,30.478,57.534
263,22-06-12,10:30:00,30.650,58.779
264,22-06-12,10:45:00,30.907,55.678
265,22-06-12,11:00:00,31.293,54.969
266,22-06-12,11:15:00,30.993,52.723
267,22-06-12,11:30:00,30.607,52.991
268,22-06-12,11:45:00,31.508,49.939
269,22-06-12,12:00:00,31.851,49.963
270,22-06-12,12:15:00,30.993,52.479
271,22-06-12,12:30:00,30.349,54.701
272,22-06-12,12:45:00,31.379,50.989
273,22-06-12,13:00:00,30.692,59.951
274,22-06-12,13:15:00,29.620,58.828
275,22-06-12,13:30:00,30.306,52.430
276,22-06-12,13:45:00,30.392,50.940
277,22-06-12,14:00:00,30.607,52.869
278,22-06-12,14:15:00,31.036,48.547
279,22-06-12,14:30:00,31.079,50.085
280,22-06-12,14:45:00,30.564,57.045
281,22-06-12,15:00:00,30.221,55.849
282,22-06-12,15:15:00,30.049,57.509
283,22-06-12,15:30:00,29.491,56.190
284,22-06-12,15:45:00,30.392,54.286
285,22-06-12,16:00:00,31.379,56.044
286,22-06-12,16:15:00,30.564,55.824
287,22-06-12,16:30:00,29.920,58.632
288,22-06-12,16:45:00,30.607,52.650
289,22-06-12,17:00:00,29.920,60.244
290,22-06-12,17:15:00,30.092,58.510
291,22-06-12,17:30:00,29.963,55.214
292,22-06-12,17:45:00,29.577,60.293
293,22-06-12,18:00:00,29.491,57.216
294,22-06-12,18:15:00,29.663,56.825
295,22-06-12,18:30:00,29.577,56.435
296,22-06-12,18:45:00,29.191,58.217
297,22-06-12,19:00:00,29.062,59.487
298,22-06-12,19:15:00,29.148,60.293
299,22-06-12,19:30:00,29.105,58.657
300,22-06-12,19:45:00,29.062,58.462
301,22-06-12,20:00:00,28.547,60.366
302,22-06-12,20:15:00,28.204,61.465
303,22-06-12,20:30:00,27.947,62.637
304,22-06-12,20:45:00,27.346,64.957
305,22-06-12,21:00:00,27.175,67.179
306,22-06-12,21:15:00,26.789,69.792
307,22-06-12,21:30:00,26.360,71.013
308,22-06-12,21:45:00,26.102,70.940
309,22-06-12,22:00:00,25.845,73.480
310,22-06-12,22:15:00,25.673,74.335
311,22-06-12,22:30:00,25.330,76.166
312,22-06-12,22:45:00,25.201,75.385
313,22-06-12,23:00:00,24.944,76.508
314,22-06-12,23:15:00,24.858,77.070
315,22-06-12,23:30:00,24.644,77.241
316,22-06-12,23:45:00,24.515,78.462
317,22-06-13,00:00:00,24.386,78.779
318,22-06-13,00:15:00,24.343,79.634
319,22-06-13,00:30:00,24.172,81.270
320,22-06-13,00:45:00,24.086,82.979
321,22-06-13,01:00:00,24.000,82.711
322,22-06-13,01:15:00,23.828,83.736
323,22-06-13,01:30:00,23.785,84.420
324,22-06-13,01:45:00,23.700,84.908
325,22-06-13,02:00:00,23.528,85.788
326,22-06-13,02:15:00,23.442,86.618
327,22-06-13,02:30:00,23.356,87.131
328,22-06-13,02:45:00,23.356,87.912
329,22-06-13,03:00:00,23.228,88.498
330,22-06-13,03:15:00,23.142,88.571
331,22-06-13,03:30:00,22.927,88.987
332,22-06-13,03:45:00,22.799,90.476
333,22-06-13,04:00:00,22.713,90.647
334,22-06-13,04:15:00,22.541,91.404
335,22-06-13,04:30:00,22.456,92.015
336,22-06-13,04:45:00,22.327,92.283
337,22-06-13,05:00:00,22.241,92.821
338,22-06-13,05:15:00,22.155,93.529
339,22-06-13,05:30:00,22.112,94.359
340,22-06-13,05:45:00,21.984,94.090
341,22-06-13,06:00:00,21.898,94.359
342,22-06-13,06:15:00,21.812,94.823
343,22-06-13,06:30:00,21.683,95.189
344,22-06-13,06:45:00,21.640,96.117
345,22-06-13,07:00:00,21.769,95.214
346,22-06-13,07:15:00,22.327,92.601
347,22-06-13,07:30:00,22.627,92.112
348,22-06-13,07:45:00,22.713,91.966
349,22-06-13,08:00:00,23.185,91.233
350,22-06-13,08:15:00,23.828,89.548
351,22-06-13,08:30:00,24.386,87.643
352,22-06-13,08:45:00,25.244,85.104
353,22-06-13,09:00:00,28.290,72.698
354,22-06-13,09:15:00,30.049,64.737
355,22-06-13,09:30:00,30.864,60.513
356,22-06-13,09:45:00,31.422,58.974
357,22-06-13,10:00:00,31.894,57.924
358,22-06-13,10:15:00,32.194,57.387
359,22-06-13,10:30:00,31.808,58.779
360,22-06-13,10:45:00,31.722,59.194
361,22-06-13,11:00:00,32.237,57.387
362,22-06-13,11:15:00,32.108,59.487
363,22-06-13,11:30:00,31.465,63.175
364,22-06-13,11:45:00,31.250,62.735
365,22-06-13,12:00:00,31.508,65.299
366,22-06-13,12:15:00,31.636,61.319
367,22-06-13,12:30:00,32.323,59.048
368,22-06-13,12:45:00,32.537,58.901
369,22-06-13,13:00:00,31.679,61.392
370,22-06-13,13:15:00,31.851,63.175
371,22-06-13,13:30:00,32.280,58.242
372,22-06-13,13:45:00,32.451,62.955
373,22-06-13,14:00:00,33.181,57.582
374,22-06-13,14:15:00,32.494,60.171
375,22-06-13,14:30:00,31.593,62.466
376,22-06-13,14:45:00,31.079,66.911
377,22-06-13,15:00:00,31.894,63.150
378,22-06-13,15:15:00,31.336,62.686
379,22-06-13,15:30:00,32.323,58.755
380,22-06-13,15:45:00,33.309,54.896
381,22-06-13,16:00:00,31.937,59.853
382,22-06-13,16:15:00,33.009,56.313
383,22-06-13,16:30:00,32.065,61.368
384,22-06-13,16:45:00,31.636,65.153
385,22-06-13,17:00:00,31.937,61.734
386,22-06-13,17:15:00,32.108,64.176
387,22-06-13,17:30:00,31.765,60.855
388,22-06-13,17:45:00,31.765,58.315
389,22-06-13,18:00:00,31.679,62.637
390,22-06-13,18:15:00,31.079,67.668
391,22-06-13,18:30:00,31.121,67.106
392,22-06-13,18:45:00,31.164,63.834
393,22-06-13,19:00:00,31.164,61.709
394,22-06-13,19:15:00,31.293,61.905
395,22-06-13,19:30:00,30.864,64.029
396,22-06-13,19:45:00,30.607,65.104
397,22-06-13,20:00:00,30.263,66.422
398,22-06-13,20:15:00,29.920,67.839
399,22-06-13,20:30:00,29.534,68.596
400,22-06-13,20:45:00,29.234,69.011
401,22-06-13,21:00:00,28.891,70.232
402,22-06-13,21:15:00,28.719,71.404
403,22-06-13,21:30:00,28.676,71.600
404,22-06-13,21:45:00,28.676,72.137
405,22-06-13,22:00:00,28.462,73.114
406,22-06-13,22:15:00,28.290,73.944
407,22-06-13,22:30:00,27.990,75.336
408,22-06-13,22:45:00,27.818,76.142
409,22-06-13,23:00:00,27.604,77.118
410,22-06-13,23:15:00,27.561,77.851
411,22-06-13,23:30:00,27.346,79.243
412,22-06-13,23:45:00,27.218,80.269
413,22-06-14,00:00:00,26.917,80.733
414,22-06-14,00:15:00,26.874,81.197
415,22-06-14,00:30:00,26.746,81.514
416,22-06-14,00:45:00,26.617,82.320
417,22-06-14,01:00:00,26.402,82.222
418,22-06-14,01:15:00,26.402,82.662
419,22-06-14,01:30:00,26.231,83.712
420,22-06-14,01:45:00,26.016,84.713
421,22-06-14,02:00:00,25.931,85.934
422,22-06-14,02:15:00,25.759,86.471
423,22-06-14,02:30:00,25.673,86.960
424,22-06-14,02:45:00,25.630,87.717
425,22-06-14,03:00:00,25.544,87.570
426,22-06-14,03:15:00,25.459,87.839
427,22-06-14,03:30:00,25.416,88.303
428,22-06-14,03:45:00,25.330,88.620
429,22-06-14,04:00:00,25.287,88.987
430,22-06-14,04:15:00,25.373,88.742
431,22-06-14,04:30:00,25.244,89.524
432,22-06-14,04:45:00,25.287,89.231
433,22-06-14,05:00:00,25.073,89.915
434,22-06-14,05:15:00,24.901,90.623
435,22-06-14,05:30:00,24.772,91.575
436,22-06-14,05:45:00,24.772,91.355
437,22-06-14,06:00:00,24.686,91.697
438,22-06-14,06:15:00,24.601,90.867
439,22-06-14,06:30:00,24.472,91.746
440,22-06-14,06:45:00,24.343,92.088
441,22-06-14,07:00:00,24.472,91.697
442,22-06-14,07:15:00,24.815,90.305
443,22-06-14,07:30:00,24.987,89.524
444,22-06-14,07:45:00,25.244,88.840
445,22-06-14,08:00:00,25.587,88.254
446,22-06-14,08:15:00,25.973,87.033
447,22-06-14,08:30:00,26.574,84.493
448,22-06-14,08:45:00,27.561,80.220
449,22-06-14,09:00:00,29.663,73.089
450,22-06-14,09:15:00,31.851,64.567
451,22-06-14,09:30:00,31.808,65.958
452,22-06-14,09:45:00,32.537,62.906
453,22-06-14,10:00:00,32.837,58.486
454,22-06-14,10:15:00,30.907,65.348
455,22-06-14,10:30:00,32.537,63.394
456,22-06-14,10:45:00,33.395,58.999
457,22-06-14,11:00:00,32.837,59.072
458,22-06-14,11:15:00,33.824,57.265
459,22-06-14,11:30:00,33.052,56.459
460,22-06-14,11:45:00,32.837,57.680
461,22-06-14,12:00:00,33.052,57.485
462,22-06-14,12:15:00,33.095,58.388
463,22-06-14,12:30:00,32.237,60.366
464,22-06-14,12:45:00,30.692,67.131
465,22-06-14,13:00:00,31.979,65.006
466,22-06-14,13:15:00,32.580,55.873
467,22-06-14,13:30:00,33.481,51.209
468,22-06-14,13:45:00,33.009,50.549
469,22-06-14,14:00:00,32.666,52.894
470,22-06-14,14:15:00,33.481,52.259
471,22-06-14,14:30:00,31.808,57.631
472,22-06-14,14:45:00,32.880,53.382
473,22-06-14,15:00:00,32.837,55.238
474,22-06-14,15:15:00,32.795,53.651
475,22-06-14,15:30:00,33.524,52.991
476,22-06-14,15:45:00,33.481,53.993
477,22-06-14,16:00:00,31.979,61.026
478,22-06-14,16:15:00,32.022,62.198
479,22-06-14,16:30:00,31.593,64.200
480,22-06-14,16:45:00,31.593,63.687
481,22-06-14,17:00:00,31.121,62.295
482,22-06-14,17:15:00,30.907,65.714
483,22-06-14,17:30:00,30.735,66.398
484,22-06-14,17:45:00,30.306,68.694
485,22-06-14,18:00:00,30.006,70.476
486,22-06-14,18:15:00,30.049,70.940
487,22-06-14,18:30:00,30.092,71.795
488,22-06-14,18:45:00,30.092,72.186
489,22-06-14,19:00:00,30.607,70.134
490,22-06-14,19:15:00,31.593,65.470
491,22-06-14,19:30:00,30.478,70.623
492,22-06-14,19:45:00,30.263,72.552
493,22-06-14,20:00:00,30.092,74.505
494,22-06-14,20:15:00,29.792,75.702
495,22-06-14,20:30:00,29.620,76.557
496,22-06-14,20:45:00,29.277,77.998
497,22-06-14,21:00:00,29.105,78.779
498,22-06-14,21:15:00,28.934,79.805
499,22-06-14,21:30:00,28.590,81.343
500,22-06-14,21:45:00,28.419,81.538
501,22-06-14,22:00:00,28.204,82.344
502,22-06-14,22:15:00,28.118,81.368
503,22-06-14,22:30:00,28.076,76.435
504,22-06-14,22:45:00,27.861,76.752
505,22-06-14,23:00:00,27.647,79.023
506,22-06-14,23:15:00,27.389,79.902
507,22-06-14,23:30:00,27.089,82.442
508,22-06-14,23:45:00,26.874,83.004
509,22-06-15,00:00:00,26.789,82.906
510,22-06-15,00:15:00,26.660,83.834
511,22-06-15,00:30:00,26.445,85.324
512,22-06-15,00:45:00,26.231,86.520
513,22-06-15,01:00:00,26.188,86.862
514,22-06-15,01:15:00,25.931,88.059
515,22-06-15,01:30:00,25.802,88.645
516,22-06-15,01:45:00,25.759,88.913
517,22-06-15,02:00:00,25.716,89.035
518,22-06-15,02:15:00,25.716,88.107
519,22-06-15,02:30:00,25.973,84.444
520,22-06-15,02:45:00,25.845,84.640
521,22-06-15,03:00:00,25.630,85.714
522,22-06-15,03:15:00,25.330,86.935
523,22-06-15,03:30:00,25.073,87.082
524,22-06-15,03:45:00,24.944,87.961
525,22-06-15,04:00:00,24.815,88.425
526,22-06-15,04:15:00,24.729,88.938
527,22-06-15,04:30:00,24.729,89.133
528,22-06-15,04:45:00,24.601,89.915
529,22-06-15,05:00:00,24.515,90.354
530,22-06-15,05:15:00,24.343,91.013
531,22-06-15,05:30:00,24.257,91.380
532,22-06-15,05:45:00,24.214,91.966
533,22-06-15,06:00:00,24.172,92.259
534,22-06-15,06:15:00,24.086,92.943
535,22-06-15,06:30:00,24.172,93.211
536,22-06-15,06:45:00,24.257,93.284
537,22-06-15,07:00:00,24.386,93.065
538,22-06-15,07:15:00,24.729,92.308
539,22-06-15,07:30:00,24.987,91.233
540,22-06-15,07:45:00,25.115,90.549
541,22-06-15,08:00:00,25.373,90.085
542,22-06-15,08:15:00,25.931,88.303
543,22-06-15,08:30:00,26.231,86.764
544,22-06-15,08:45:00,26.960,84.103
545,22-06-15,09:00:00,29.105,75.263
546,22-06-15,09:15:00,31.079,68.254
547,22-06-15,09:30:00,31.593,64.054
548,22-06-15,09:45:00,31.894,65.006
549,22-06-15,10:00:00,32.795,58.559
550,22-06-15,10:15:00,33.181,56.679
551,22-06-15,10:30:00,34.382,55.433
552,22-06-15,10:45:00,33.695,55.043
553,22-06-15,11:00:00,33.953,54.457
554,22-06-15,11:15:00,33.824,53.748
555,22-06-15,11:30:00,34.596,50.891
556,22-06-15,11:45:00,34.296,51.331
557,22-06-15,12:00:00,34.124,53.333
558,22-06-15,12:15:00,34.682,52.234
559,22-06-15,12:30:00,34.425,51.941
560,22-06-15,12:45:00,34.596,51.477
561,22-06-15,13:00:00,35.411,48.987
562,22-06-15,13:15:00,35.240,47.033
563,22-06-15,13:30:00,34.468,52.283
564,22-06-15,13:45:00,34.382,51.770
565,22-06-15,14:00:00,34.082,53.651
566,22-06-15,14:15:00,33.266,58.022
567,22-06-15,14:30:00,33.953,54.750
568,22-06-15,14:45:00,35.798,46.032
569,22-06-15,15:00:00,36.012,44.957
570,22-06-15,15:15:00,36.012,43.883
571,22-06-15,15:30:00,36.055,45.153
572,22-06-15,15:45:00,35.926,43.126
573,22-06-15,16:00:00,35.626,45.446
574,22-06-15,16:15:00,35.669,49.011
575,22-06-15,16:30:00,35.626,45.592
576,22-06-15,16:45:00,34.553,46.203
577,22-06-15,17:00:00,35.626,45.079
578,22-06-15,17:15:00,34.339,48.840
579,22-06-15,17:30:00,34.468,49.402
580,22-06-15,17:45:00,34.425,49.915
581,22-06-15,18:00:00,35.025,48.254
582,22-06-15,18:15:00,33.910,51.600
583,22-06-15,18:30:00,32.837,56.044
584,22-06-15,18:45:00,33.352,51.770
585,22-06-15,19:00:00,33.824,49.377
586,22-06-15,19:15:00,32.795,53.846
587,22-06-15,19:30:00,31.465,59.048
588,22-06-15,19:45:00,30.778,63.150
589,22-06-15,20:00:00,30.950,61.709
590,22-06-15,20:15:00,30.907,62.320
591,22-06-15,20:30:00,30.478,63.053
592,22-06-15,20:45:00,31.207,58.462
593,22-06-15,21:00:00,30.478,59.902
594,22-06-15,21:15:00,29.534,63.199
595,22-06-15,21:30:00,28.676,69.084
596,22-06-15,21:45:00,28.419,64.664
597,22-06-15,22:00:00,28.247,64.860
598,22-06-15,22:15:00,27.818,63.810
599,22-06-15,22:30:00,27.389,61.368
600,22-06-15,22:45:00,26.831,64.762
601,22-06-15,23:00:00,26.488,66.789
602,22-06-15,23:15:00,26.360,67.326
603,22-06-15,23:30:00,26.059,69.524
604,22-06-15,23:45:00,26.016,69.719
605,22-06-16,00:00:00,25.716,71.233
606,22-06-16,00:15:00,25.630,72.112
607,22-06-16,00:30:00,25.587,72.943
608,22-06-16,00:45:00,25.459,73.382
609,22-06-16,01:00:00,25.373,73.968
610,22-06-16,01:15:00,25.287,74.066
611,22-06-16,01:30:00,25.373,75.482
612,22-06-16,01:45:00,25.244,74.139
613,22-06-16,02:00:00,25.073,76.728
614,22-06-16,02:15:00,24.858,75.873
615,22-06-16,02:30:00,24.686,76.093
616,22-06-16,02:45:00,24.515,77.485
617,22-06-16,03:00:00,24.472,75.995
618,22-06-16,03:15:00,24.386,77.338
619,22-06-16,03:30:00,24.257,78.462
620,22-06-16,03:45:00,24.129,79.243
621,22-06-16,04:00:00,24.043,79.683
622,22-06-16,04:15:00,24.000,80.659
623,22-06-16,04:30:00,23.871,80.879
624,22-06-16,04:45:00,23.828,81.954
625,22-06-16,05:00:00,23.743,82.613
626,22-06-16,05:15:00,23.700,81.978
