"#","Date","Time, GMT-04:00","Temp, °F (LGR S/N: 21074441, SEN S/N: 21074441)","RH, % (LGR S/N: 21074441, SEN S/N: 21074441)"
268,21-07-10,07:15:00 AM,69.408,100.000
269,21-07-10,07:30:00 AM,69.562,100.000
270,21-07-10,07:45:00 AM,70.027,100.000
271,21-07-10,08:00:00 AM,70.104,100.000
272,21-07-10,08:15:00 AM,70.412,99.951
273,21-07-10,08:30:00 AM,71.029,99.805
274,21-07-10,08:45:00 AM,71.879,97.875
275,21-07-10,09:00:00 AM,72.343,97.558
276,21-07-10,09:15:00 AM,73.193,96.899
277,21-07-10,09:30:00 AM,73.193,97.582
278,21-07-10,09:45:00 AM,74.968,93.284
279,21-07-10,10:00:00 AM,75.663,94.505
280,21-07-10,10:15:00 AM,78.829,88.742
281,21-07-10,10:30:00 AM,78.984,87.937
282,21-07-10,10:45:00 AM,79.138,87.643
283,21-07-10,11:00:00 AM,80.296,85.788
284,21-07-10,11:15:00 AM,81.223,84.835
285,21-07-10,11:30:00 AM,82.612,79.048
286,21-07-10,11:45:00 AM,82.227,83.394
287,21-07-10,12:00:00 PM,84.004,77.241
288,21-07-10,12:15:00 PM,80.143,83.834
289,21-07-10,12:30:00 PM,86.398,74.994
290,21-07-10,12:45:00 PM,84.234,77.753
291,21-07-10,01:00:00 PM,84.234,76.801
292,21-07-10,01:15:00 PM,81.765,80.147
293,21-07-10,01:30:00 PM,83.462,68.107
294,21-07-10,01:45:00 PM,84.234,62.808
295,21-07-10,02:00:00 PM,81.918,71.331
296,21-07-10,02:15:00 PM,78.134,85.617
297,21-07-10,02:30:00 PM,76.744,87.546
298,21-07-10,02:45:00 PM,74.041,93.700
299,21-07-10,03:00:00 PM,71.802,98.388
300,21-07-10,03:15:00 PM,72.806,98.242
301,21-07-10,03:30:00 PM,73.269,97.094
302,21-07-10,03:45:00 PM,73.656,97.241
303,21-07-10,04:00:00 PM,76.590,95.385
304,21-07-10,04:15:00 PM,76.359,95.604
305,21-07-10,04:30:00 PM,76.512,96.532
306,21-07-10,04:45:00 PM,76.127,96.947
307,21-07-10,05:00:00 PM,74.196,95.507
308,21-07-10,05:15:00 PM,73.269,96.557
309,21-07-10,05:30:00 PM,71.339,95.726
310,21-07-10,05:45:00 PM,71.029,98.974
311,21-07-10,06:00:00 PM,71.107,99.267
312,21-07-10,06:15:00 PM,71.879,98.559
313,21-07-10,06:30:00 PM,72.266,99.023
314,21-07-10,06:45:00 PM,72.883,99.072
315,21-07-10,07:00:00 PM,73.423,98.926
316,21-07-10,07:15:00 PM,74.041,98.632
317,21-07-10,07:30:00 PM,75.355,97.729
318,21-07-10,07:45:00 PM,75.200,97.924
319,21-07-10,08:00:00 PM,75.045,98.926
320,21-07-10,08:15:00 PM,75.123,96.606
321,21-07-10,08:30:00 PM,74.350,97.656
322,21-07-10,08:45:00 PM,73.269,98.242
323,21-07-10,09:00:00 PM,72.496,99.219
324,21-07-10,09:15:00 PM,72.189,99.829
325,21-07-10,09:30:00 PM,71.724,99.536
326,21-07-10,09:45:00 PM,71.262,99.707
327,21-07-10,10:00:00 PM,71.571,100.000
328,21-07-10,10:15:00 PM,71.571,100.000
329,21-07-10,10:30:00 PM,71.416,100.000
330,21-07-10,10:45:00 PM,70.876,98.926
331,21-07-10,11:00:00 PM,70.489,99.683
332,21-07-10,11:15:00 PM,70.180,99.658
333,21-07-10,11:30:00 PM,69.795,99.951
334,21-07-10,11:45:00 PM,69.408,99.512
335,21-07-11,12:00:00 AM,69.255,100.000
336,21-07-11,12:15:00 AM,69.177,100.000
337,21-07-11,12:30:00 AM,68.868,100.000
338,21-07-11,12:45:00 AM,68.790,100.000
339,21-07-11,01:00:00 AM,68.713,100.000
340,21-07-11,01:15:00 AM,68.405,100.000
341,21-07-11,01:30:00 AM,68.328,100.000
342,21-07-11,01:45:00 AM,68.560,100.000
343,21-07-11,02:00:00 AM,68.790,100.000
344,21-07-11,02:15:00 AM,69.100,100.000
345,21-07-11,02:30:00 AM,69.332,100.000
346,21-07-11,02:45:00 AM,69.872,100.000
347,21-07-11,03:00:00 AM,70.027,100.000
348,21-07-11,03:15:00 AM,70.104,100.000
349,21-07-11,03:30:00 AM,70.180,100.000
350,21-07-11,03:45:00 AM,70.412,100.000
351,21-07-11,04:00:00 AM,70.489,100.000
352,21-07-11,04:15:00 AM,70.567,100.000
353,21-07-11,04:30:00 AM,70.644,100.000
354,21-07-11,04:45:00 AM,70.644,100.000
355,21-07-11,05:00:00 AM,70.567,100.000
356,21-07-11,05:15:00 AM,70.412,100.000
357,21-07-11,05:30:00 AM,70.104,100.000
358,21-07-11,05:45:00 AM,69.872,100.000
359,21-07-11,06:00:00 AM,69.872,100.000
360,21-07-11,06:15:00 AM,70.027,100.000
361,21-07-11,06:30:00 AM,70.257,100.000
362,21-07-11,06:45:00 AM,70.335,100.000
363,21-07-11,07:00:00 AM,70.489,100.000
364,21-07-11,07:15:00 AM,70.489,100.000
365,21-07-11,07:30:00 AM,70.644,100.000
366,21-07-11,07:45:00 AM,70.952,99.780
367,21-07-11,08:00:00 AM,70.952,99.780
368,21-07-11,08:15:00 AM,70.876,100.000
369,21-07-11,08:30:00 AM,70.952,99.976
370,21-07-11,08:45:00 AM,71.184,100.000
371,21-07-11,09:00:00 AM,71.571,99.170
372,21-07-11,09:15:00 AM,71.571,99.560
373,21-07-11,09:30:00 AM,72.111,99.414
374,21-07-11,09:45:00 AM,72.574,98.339
375,21-07-11,10:00:00 AM,73.269,97.534
376,21-07-11,10:15:00 AM,73.733,96.410
377,21-07-11,10:30:00 AM,74.813,95.018
378,21-07-11,10:45:00 AM,76.127,93.407
379,21-07-11,11:00:00 AM,75.972,94.212
380,21-07-11,11:15:00 AM,74.890,96.288
381,21-07-11,11:30:00 AM,75.123,95.726
382,21-07-11,11:45:00 AM,77.439,90.745
383,21-07-11,12:00:00 PM,75.817,93.675
384,21-07-11,12:15:00 PM,79.061,87.619
385,21-07-11,12:30:00 PM,79.524,84.005
386,21-07-11,12:45:00 PM,77.207,92.503
387,21-07-11,01:00:00 PM,78.366,91.258
388,21-07-11,01:15:00 PM,78.751,88.156
389,21-07-11,01:30:00 PM,78.057,89.621
390,21-07-11,01:45:00 PM,80.296,83.053
391,21-07-11,02:00:00 PM,80.220,85.665
392,21-07-11,02:15:00 PM,80.451,87.717
393,21-07-11,02:30:00 PM,82.845,83.492
394,21-07-11,02:45:00 PM,82.305,82.027
395,21-07-11,03:00:00 PM,81.068,82.466
396,21-07-11,03:15:00 PM,80.915,83.687
397,21-07-11,03:30:00 PM,81.145,83.346
398,21-07-11,03:45:00 PM,81.223,83.687
399,21-07-11,04:00:00 PM,79.911,83.004
400,21-07-11,04:15:00 PM,79.216,86.935
401,21-07-11,04:30:00 PM,80.143,84.786
402,21-07-11,04:45:00 PM,80.143,83.419
403,21-07-11,05:00:00 PM,79.601,85.031
404,21-07-11,05:15:00 PM,79.601,84.127
405,21-07-11,05:30:00 PM,79.061,82.955
406,21-07-11,05:45:00 PM,79.524,82.759
407,21-07-11,06:00:00 PM,79.061,84.689
408,21-07-11,06:15:00 PM,78.751,83.980
409,21-07-11,06:30:00 PM,77.904,86.276
410,21-07-11,06:45:00 PM,77.594,84.567
411,21-07-11,07:00:00 PM,77.207,85.519
412,21-07-11,07:15:00 PM,77.362,86.081
413,21-07-11,07:30:00 PM,77.284,84.689
414,21-07-11,07:45:00 PM,76.667,85.348
415,21-07-11,08:00:00 PM,76.282,86.691
416,21-07-11,08:15:00 PM,75.432,88.376
417,21-07-11,08:30:00 PM,74.505,92.625
418,21-07-11,08:45:00 PM,74.196,91.941
419,21-07-11,09:00:00 PM,73.888,92.015
420,21-07-11,09:15:00 PM,73.038,93.602
421,21-07-11,09:30:00 PM,72.883,94.921
422,21-07-11,09:45:00 PM,72.421,94.481
423,21-07-11,10:00:00 PM,72.266,94.579
424,21-07-11,10:15:00 PM,71.956,95.458
425,21-07-11,10:30:00 PM,71.802,95.385
426,21-07-11,10:45:00 PM,71.649,95.507
427,21-07-11,11:00:00 PM,71.416,96.361
428,21-07-11,11:15:00 PM,71.649,97.607
429,21-07-11,11:30:00 PM,71.802,96.435
430,21-07-11,11:45:00 PM,72.111,96.435
431,21-07-12,12:00:00 AM,72.189,95.824
432,21-07-12,12:15:00 AM,72.343,95.531
433,21-07-12,12:30:00 AM,72.421,96.361
434,21-07-12,12:45:00 AM,72.496,96.190
435,21-07-12,01:00:00 AM,72.651,94.896
436,21-07-12,01:15:00 AM,72.421,95.238
437,21-07-12,01:30:00 AM,72.189,94.750
438,21-07-12,01:45:00 AM,71.649,95.849
439,21-07-12,02:00:00 AM,71.107,97.192
440,21-07-12,02:15:00 AM,70.876,97.436
441,21-07-12,02:30:00 AM,70.644,97.875
442,21-07-12,02:45:00 AM,70.489,97.387
443,21-07-12,03:00:00 AM,70.257,98.364
444,21-07-12,03:15:00 AM,69.872,98.168
445,21-07-12,03:30:00 AM,69.485,99.023
446,21-07-12,03:45:00 AM,69.408,99.267
447,21-07-12,04:00:00 AM,69.332,99.634
448,21-07-12,04:15:00 AM,69.717,99.292
449,21-07-12,04:30:00 AM,69.872,99.316
450,21-07-12,04:45:00 AM,69.640,98.901
451,21-07-12,05:00:00 AM,69.640,99.170
452,21-07-12,05:15:00 AM,69.562,99.096
453,21-07-12,05:30:00 AM,69.485,99.194
454,21-07-12,05:45:00 AM,69.408,98.291
455,21-07-12,06:00:00 AM,69.255,98.095
456,21-07-12,06:15:00 AM,69.177,97.778
457,21-07-12,06:30:00 AM,69.177,98.242
458,21-07-12,06:45:00 AM,69.022,97.558
459,21-07-12,07:00:00 AM,69.177,98.095
460,21-07-12,07:15:00 AM,69.562,97.827
461,21-07-12,07:30:00 AM,70.257,95.922
462,21-07-12,07:45:00 AM,70.876,96.264
463,21-07-12,08:00:00 AM,71.416,95.409
464,21-07-12,08:15:00 AM,71.879,95.629
465,21-07-12,08:30:00 AM,72.574,94.017
466,21-07-12,08:45:00 AM,73.038,89.475
467,21-07-12,09:00:00 AM,73.578,90.867
468,21-07-12,09:15:00 AM,74.196,88.620
469,21-07-12,09:30:00 AM,75.123,86.935
470,21-07-12,09:45:00 AM,76.050,83.028
471,21-07-12,10:00:00 AM,77.054,84.029
472,21-07-12,10:15:00 AM,76.512,85.397
473,21-07-12,10:30:00 AM,77.362,82.979
474,21-07-12,10:45:00 AM,77.131,86.398
475,21-07-12,11:00:00 AM,78.289,84.615
476,21-07-12,11:15:00 AM,80.760,83.053
477,21-07-12,11:30:00 AM,79.911,76.410
478,21-07-12,11:45:00 AM,80.915,78.413
479,21-07-12,12:00:00 PM,80.528,80.635
480,21-07-12,12:15:00 PM,81.610,74.408
481,21-07-12,12:30:00 PM,81.378,73.700
482,21-07-12,12:45:00 PM,80.605,80.269
483,21-07-12,01:00:00 PM,80.220,82.589
484,21-07-12,01:15:00 PM,80.451,83.053
485,21-07-12,01:30:00 PM,81.532,78.217
486,21-07-12,01:45:00 PM,75.355,94.896
487,21-07-12,02:00:00 PM,76.744,92.332
488,21-07-12,02:15:00 PM,77.671,94.725
489,21-07-12,02:30:00 PM,76.822,89.182
490,21-07-12,02:45:00 PM,75.585,94.383
491,21-07-12,03:00:00 PM,75.585,94.530
492,21-07-12,03:15:00 PM,75.510,95.238
493,21-07-12,03:30:00 PM,74.968,96.068
494,21-07-12,03:45:00 PM,73.733,96.093
495,21-07-12,04:00:00 PM,72.806,97.118
496,21-07-12,04:15:00 PM,72.496,99.194
497,21-07-12,04:30:00 PM,72.883,97.875
498,21-07-12,04:45:00 PM,73.193,98.437
499,21-07-12,05:00:00 PM,74.118,96.557
500,21-07-12,05:15:00 PM,74.041,96.239
501,21-07-12,05:30:00 PM,74.428,94.921
502,21-07-12,05:45:00 PM,74.583,93.626
503,21-07-12,06:00:00 PM,75.123,93.065
504,21-07-12,06:15:00 PM,74.890,94.505
505,21-07-12,06:30:00 PM,74.813,95.531
506,21-07-12,06:45:00 PM,74.660,96.142
507,21-07-12,07:00:00 PM,74.196,97.705
508,21-07-12,07:15:00 PM,73.888,98.730
509,21-07-12,07:30:00 PM,74.041,98.339
510,21-07-12,07:45:00 PM,74.660,97.656
511,21-07-12,08:00:00 PM,73.810,91.355
512,21-07-12,08:15:00 PM,69.717,93.333
513,21-07-12,08:30:00 PM,69.332,94.872
514,21-07-12,08:45:00 PM,68.635,96.777
515,21-07-12,09:00:00 PM,69.022,96.093
516,21-07-12,09:15:00 PM,69.022,95.580
517,21-07-12,09:30:00 PM,68.713,96.728
518,21-07-12,09:45:00 PM,68.560,98.071
519,21-07-12,10:00:00 PM,68.560,99.121
520,21-07-12,10:15:00 PM,68.868,98.339
521,21-07-12,10:30:00 PM,68.482,97.973
522,21-07-12,10:45:00 PM,68.250,99.756
523,21-07-12,11:00:00 PM,67.941,98.852
524,21-07-12,11:15:00 PM,67.633,99.683
525,21-07-12,11:30:00 PM,67.788,99.829
526,21-07-12,11:45:00 PM,67.788,99.585
527,21-07-13,12:00:00 AM,68.173,99.145
528,21-07-13,12:15:00 AM,68.482,98.462
529,21-07-13,12:30:00 AM,68.560,98.877
530,21-07-13,12:45:00 AM,68.635,98.901
531,21-07-13,01:00:00 AM,68.482,98.632
532,21-07-13,01:15:00 AM,68.095,99.829
533,21-07-13,01:30:00 AM,68.482,99.438
534,21-07-13,01:45:00 AM,68.635,99.316
535,21-07-13,02:00:00 AM,68.945,99.438
536,21-07-13,02:15:00 AM,68.868,99.585
537,21-07-13,02:30:00 AM,68.945,99.634
538,21-07-13,02:45:00 AM,68.945,99.707
539,21-07-13,03:00:00 AM,68.790,99.560
540,21-07-13,03:15:00 AM,68.790,100.000
541,21-07-13,03:30:00 AM,69.100,99.023
542,21-07-13,03:45:00 AM,68.868,99.976
543,21-07-13,04:00:00 AM,68.945,99.267
544,21-07-13,04:15:00 AM,69.255,99.096
545,21-07-13,04:30:00 AM,69.485,97.900
546,21-07-13,04:45:00 AM,69.485,98.242
547,21-07-13,05:00:00 AM,69.408,97.582
548,21-07-13,05:15:00 AM,69.255,97.802
549,21-07-13,05:30:00 AM,68.945,98.779
550,21-07-13,05:45:00 AM,68.635,99.292
551,21-07-13,06:00:00 AM,68.560,99.194
552,21-07-13,06:15:00 AM,68.482,99.756
553,21-07-13,06:30:00 AM,68.482,99.438
