"#","Date","Time, GMT-04:00","Temp, °F (LGR S/N: 21074443, SEN S/N: 21074443)","RH, % (LGR S/N: 21074443, SEN S/N: 21074443)"
303,21-07-02,07:15:00 PM,76.127,92.527
304,21-07-02,07:30:00 PM,76.050,93.138
305,21-07-02,07:45:00 PM,76.204,93.895
306,21-07-02,08:00:00 PM,76.204,95.067
307,21-07-02,08:15:00 PM,76.050,94.896
308,21-07-02,08:30:00 PM,75.972,95.189
309,21-07-02,08:45:00 PM,75.585,94.457
310,21-07-02,09:00:00 PM,75.277,94.969
311,21-07-02,09:15:00 PM,75.200,94.701
312,21-07-02,09:30:00 PM,74.737,96.728
313,21-07-02,09:45:00 PM,74.428,97.192
314,21-07-02,10:00:00 PM,74.118,97.485
315,21-07-02,10:15:00 PM,73.733,97.436
316,21-07-02,10:30:00 PM,73.346,98.266
317,21-07-02,10:45:00 PM,73.193,98.413
318,21-07-02,11:00:00 PM,73.116,98.462
319,21-07-02,11:15:00 PM,72.729,98.242
320,21-07-02,11:30:00 PM,72.421,98.364
321,21-07-02,11:45:00 PM,72.189,97.192
322,21-07-03,12:00:00 AM,71.649,97.460
323,21-07-03,12:15:00 AM,71.416,98.168
324,21-07-03,12:30:00 AM,70.799,98.315
325,21-07-03,12:45:00 AM,70.489,98.168
326,21-07-03,01:00:00 AM,70.180,98.242
327,21-07-03,01:15:00 AM,69.872,97.827
328,21-07-03,01:30:00 AM,69.562,96.435
329,21-07-03,01:45:00 AM,69.100,96.337
330,21-07-03,02:00:00 AM,68.868,96.508
331,21-07-03,02:15:00 AM,68.250,96.142
332,21-07-03,02:30:00 AM,67.941,97.094
333,21-07-03,02:45:00 AM,67.633,95.678
334,21-07-03,03:00:00 AM,67.478,95.116
335,21-07-03,03:15:00 AM,66.938,94.554
336,21-07-03,03:30:00 AM,66.861,95.556
337,21-07-03,03:45:00 AM,66.474,95.824
338,21-07-03,04:00:00 AM,66.243,96.557
339,21-07-03,04:15:00 AM,66.319,96.190
340,21-07-03,04:30:00 AM,66.243,96.874
341,21-07-03,04:45:00 AM,66.088,96.557
342,21-07-03,05:00:00 AM,66.011,96.606
343,21-07-03,05:15:00 AM,65.856,96.752
344,21-07-03,05:30:00 AM,65.856,96.947
345,21-07-03,05:45:00 AM,65.701,96.996
346,21-07-03,06:00:00 AM,65.547,96.728
347,21-07-03,06:15:00 AM,65.394,96.801
348,21-07-03,06:30:00 AM,65.161,97.680
349,21-07-03,06:45:00 AM,64.699,97.558
350,21-07-03,07:00:00 AM,64.621,97.973
351,21-07-03,07:15:00 AM,64.699,97.900
352,21-07-03,07:30:00 AM,64.929,98.193
353,21-07-03,07:45:00 AM,65.316,97.802
354,21-07-03,08:00:00 AM,65.779,97.045
355,21-07-03,08:15:00 AM,66.243,96.899
356,21-07-03,08:30:00 AM,66.706,96.728
357,21-07-03,08:45:00 AM,67.246,95.482
358,21-07-03,09:00:00 AM,67.788,94.994
359,21-07-03,09:15:00 AM,68.250,93.162
360,21-07-03,09:30:00 AM,68.868,92.552
361,21-07-03,09:45:00 AM,69.332,89.158
362,21-07-03,10:00:00 AM,70.027,88.425
363,21-07-03,10:15:00 AM,70.567,91.624
364,21-07-03,10:30:00 AM,70.722,83.883
365,21-07-03,10:45:00 AM,71.262,84.469
366,21-07-03,11:00:00 AM,71.879,86.252
367,21-07-03,11:15:00 AM,72.574,86.081
368,21-07-03,11:30:00 AM,72.883,83.419
369,21-07-03,11:45:00 AM,73.193,75.385
370,21-07-03,12:00:00 PM,73.038,73.968
371,21-07-03,12:15:00 PM,73.965,71.526
372,21-07-03,12:30:00 PM,73.116,73.944
373,21-07-03,12:45:00 PM,73.269,82.002
374,21-07-03,01:00:00 PM,75.895,61.490
375,21-07-03,01:15:00 PM,76.744,62.051
376,21-07-03,01:30:00 PM,75.972,65.714
377,21-07-03,01:45:00 PM,76.204,62.027
378,21-07-03,02:00:00 PM,76.435,67.424
379,21-07-03,02:15:00 PM,76.977,66.716
380,21-07-03,02:30:00 PM,76.435,67.057
381,21-07-03,02:45:00 PM,76.435,66.178
382,21-07-03,03:00:00 PM,75.432,70.598
383,21-07-03,03:15:00 PM,75.972,72.259
384,21-07-03,03:30:00 PM,76.512,67.131
385,21-07-03,03:45:00 PM,77.284,59.902
386,21-07-03,04:00:00 PM,77.517,62.882
387,21-07-03,04:15:00 PM,76.977,66.398
388,21-07-03,04:30:00 PM,76.977,61.392
389,21-07-03,04:45:00 PM,76.899,59.585
390,21-07-03,05:00:00 PM,76.512,61.490
391,21-07-03,05:15:00 PM,75.972,65.958
392,21-07-03,05:30:00 PM,75.740,63.932
393,21-07-03,05:45:00 PM,75.432,68.767
394,21-07-03,06:00:00 PM,75.045,65.250
395,21-07-03,06:15:00 PM,75.355,61.905
396,21-07-03,06:30:00 PM,75.045,64.127
397,21-07-03,06:45:00 PM,74.813,63.858
398,21-07-03,07:00:00 PM,74.428,64.225
399,21-07-03,07:15:00 PM,74.196,67.131
400,21-07-03,07:30:00 PM,73.888,63.907
401,21-07-03,07:45:00 PM,73.578,66.789
402,21-07-03,08:00:00 PM,73.269,64.835
403,21-07-03,08:15:00 PM,72.729,65.983
404,21-07-03,08:30:00 PM,72.343,67.888
405,21-07-03,08:45:00 PM,71.649,74.945
406,21-07-03,09:00:00 PM,70.722,74.481
407,21-07-03,09:15:00 PM,70.027,76.899
408,21-07-03,09:30:00 PM,69.332,77.118
409,21-07-03,09:45:00 PM,68.713,76.654
410,21-07-03,10:00:00 PM,68.250,76.728
411,21-07-03,10:15:00 PM,67.710,78.364
412,21-07-03,10:30:00 PM,67.168,79.145
413,21-07-03,10:45:00 PM,66.783,80.513
414,21-07-03,11:00:00 PM,66.243,81.807
415,21-07-03,11:15:00 PM,65.934,82.027
416,21-07-03,11:30:00 PM,65.547,83.883
417,21-07-03,11:45:00 PM,65.161,85.324
418,21-07-04,12:00:00 AM,64.699,86.056
419,21-07-04,12:15:00 AM,64.467,87.961
420,21-07-04,12:30:00 AM,64.389,87.277
421,21-07-04,12:45:00 AM,64.002,88.547
422,21-07-04,01:00:00 AM,63.772,89.182
423,21-07-04,01:15:00 AM,63.385,89.280
424,21-07-04,01:30:00 AM,63.307,89.377
425,21-07-04,01:45:00 AM,63.154,90.891
426,21-07-04,02:00:00 AM,63.000,91.770
427,21-07-04,02:15:00 AM,62.767,92.210
428,21-07-04,02:30:00 AM,62.690,92.527
429,21-07-04,02:45:00 AM,62.535,94.115
430,21-07-04,03:00:00 AM,62.458,94.676
431,21-07-04,03:15:00 AM,62.382,94.017
432,21-07-04,03:30:00 AM,62.227,94.799
433,21-07-04,03:45:00 AM,61.918,94.701
434,21-07-04,04:00:00 AM,61.840,94.994
435,21-07-04,04:15:00 AM,61.455,95.946
436,21-07-04,04:30:00 AM,61.300,96.117
437,21-07-04,04:45:00 AM,61.223,95.849
438,21-07-04,05:00:00 AM,61.068,96.264
439,21-07-04,05:15:00 AM,60.991,96.654
440,21-07-04,05:30:00 AM,60.991,96.606
441,21-07-04,05:45:00 AM,60.991,96.215
442,21-07-04,06:00:00 AM,60.838,96.044
443,21-07-04,06:15:00 AM,60.606,96.752
444,21-07-04,06:30:00 AM,60.760,96.410
445,21-07-04,06:45:00 AM,60.683,96.703
446,21-07-04,07:00:00 AM,60.760,96.996
447,21-07-04,07:15:00 AM,60.760,96.825
448,21-07-04,07:30:00 AM,61.068,97.436
449,21-07-04,07:45:00 AM,61.533,96.972
450,21-07-04,08:00:00 AM,61.840,96.410
451,21-07-04,08:15:00 AM,62.613,96.117
452,21-07-04,08:30:00 AM,63.462,95.897
453,21-07-04,08:45:00 AM,64.389,95.336
454,21-07-04,09:00:00 AM,65.471,95.092
455,21-07-04,09:15:00 AM,66.783,93.944
456,21-07-04,09:30:00 AM,68.018,92.234
457,21-07-04,09:45:00 AM,69.255,90.745
458,21-07-04,10:00:00 AM,70.412,89.524
459,21-07-04,10:15:00 AM,71.416,88.498
460,21-07-04,10:30:00 AM,72.496,86.471
461,21-07-04,10:45:00 AM,73.965,78.388
462,21-07-04,11:00:00 AM,73.965,73.626
463,21-07-04,11:15:00 AM,76.127,75.263
464,21-07-04,11:30:00 AM,74.890,78.999
465,21-07-04,11:45:00 AM,76.512,66.422
466,21-07-04,12:00:00 PM,75.510,66.911
467,21-07-04,12:15:00 PM,76.282,71.038
468,21-07-04,12:30:00 PM,76.667,67.839
469,21-07-04,12:45:00 PM,78.366,60.586
470,21-07-04,01:00:00 PM,78.134,66.349
471,21-07-04,01:15:00 PM,77.671,66.691
472,21-07-04,01:30:00 PM,76.127,75.189
473,21-07-04,01:45:00 PM,78.211,60.098
474,21-07-04,02:00:00 PM,76.590,74.750
475,21-07-04,02:15:00 PM,79.061,59.780
476,21-07-04,02:30:00 PM,77.594,62.540
477,21-07-04,02:45:00 PM,77.671,70.403
478,21-07-04,03:00:00 PM,80.065,61.050
479,21-07-04,03:15:00 PM,79.833,60.440
480,21-07-04,03:30:00 PM,79.448,62.686
481,21-07-04,03:45:00 PM,80.143,59.463
482,21-07-04,04:00:00 PM,80.992,56.142
483,21-07-04,04:15:00 PM,80.683,63.590
484,21-07-04,04:30:00 PM,79.988,63.980
485,21-07-04,04:45:00 PM,79.448,64.615
486,21-07-04,05:00:00 PM,78.366,64.493
487,21-07-04,05:15:00 PM,78.444,66.056
488,21-07-04,05:30:00 PM,77.904,67.497
489,21-07-04,05:45:00 PM,77.439,70.110
490,21-07-04,06:00:00 PM,77.284,71.526
491,21-07-04,06:15:00 PM,77.362,72.137
492,21-07-04,06:30:00 PM,77.207,70.281
493,21-07-04,06:45:00 PM,77.054,71.160
494,21-07-04,07:00:00 PM,76.977,70.769
495,21-07-04,07:15:00 PM,76.977,71.941
496,21-07-04,07:30:00 PM,76.977,74.921
497,21-07-04,07:45:00 PM,77.207,72.845
498,21-07-04,08:00:00 PM,76.977,72.625
499,21-07-04,08:15:00 PM,76.667,73.993
500,21-07-04,08:30:00 PM,76.282,73.724
501,21-07-04,08:45:00 PM,76.050,75.165
502,21-07-04,09:00:00 PM,75.740,76.777
503,21-07-04,09:15:00 PM,75.355,75.556
504,21-07-04,09:30:00 PM,75.123,77.338
505,21-07-04,09:45:00 PM,74.660,77.753
506,21-07-04,10:00:00 PM,74.505,77.558
507,21-07-04,10:15:00 PM,74.196,78.926
508,21-07-04,10:30:00 PM,73.733,82.491
509,21-07-04,10:45:00 PM,73.038,82.247
510,21-07-04,11:00:00 PM,72.496,83.663
511,21-07-04,11:15:00 PM,72.111,85.836
512,21-07-04,11:30:00 PM,71.571,86.764
513,21-07-04,11:45:00 PM,71.339,87.375
514,21-07-05,12:00:00 AM,70.876,88.547
515,21-07-05,12:15:00 AM,70.567,89.573
516,21-07-05,12:30:00 AM,70.180,90.794
517,21-07-05,12:45:00 AM,69.949,90.696
518,21-07-05,01:00:00 AM,69.640,91.453
519,21-07-05,01:15:00 AM,69.332,92.772
520,21-07-05,01:30:00 AM,69.100,93.480
521,21-07-05,01:45:00 AM,69.100,93.431
522,21-07-05,02:00:00 AM,68.635,93.211
523,21-07-05,02:15:00 AM,68.635,93.626
524,21-07-05,02:30:00 AM,68.173,93.797
525,21-07-05,02:45:00 AM,68.018,94.701
526,21-07-05,03:00:00 AM,67.941,94.750
527,21-07-05,03:15:00 AM,67.710,95.043
528,21-07-05,03:30:00 AM,67.633,95.507
529,21-07-05,03:45:00 AM,67.246,95.824
530,21-07-05,04:00:00 AM,67.168,95.653
531,21-07-05,04:15:00 AM,66.938,96.190
532,21-07-05,04:30:00 AM,66.783,96.508
533,21-07-05,04:45:00 AM,66.861,96.630
534,21-07-05,05:00:00 AM,66.861,96.459
535,21-07-05,05:15:00 AM,66.628,96.581
536,21-07-05,05:30:00 AM,66.396,96.484
537,21-07-05,05:45:00 AM,66.396,96.996
538,21-07-05,06:00:00 AM,66.319,96.947
539,21-07-05,06:15:00 AM,66.243,96.923
540,21-07-05,06:30:00 AM,66.243,96.532
541,21-07-05,06:45:00 AM,66.011,96.825
542,21-07-05,07:00:00 AM,65.934,96.703
543,21-07-05,07:15:00 AM,66.166,97.021
544,21-07-05,07:30:00 AM,66.243,96.703
545,21-07-05,07:45:00 AM,66.396,97.070
546,21-07-05,08:00:00 AM,66.706,96.337
547,21-07-05,08:15:00 AM,67.246,96.435
548,21-07-05,08:30:00 AM,67.788,95.702
549,21-07-05,08:45:00 AM,68.635,95.238
550,21-07-05,09:00:00 AM,69.408,93.529
551,21-07-05,09:15:00 AM,70.489,91.404
552,21-07-05,09:30:00 AM,71.571,88.474
553,21-07-05,09:45:00 AM,72.189,88.498
