"Plot Title: OACForest_21421608_20220626"
"#","Date","Time, GMT-04:00","Temp, °C (LGR S/N: 21421608, SEN S/N: 21421608)","RH, % (LGR S/N: 21421608, SEN S/N: 21421608)"
76,22-06-27,11:45:00,25.802,79.292
77,22-06-27,12:00:00,26.402,75.897
78,22-06-27,12:15:00,26.617,78.559
79,22-06-27,12:30:00,26.531,77.045
80,22-06-27,12:45:00,26.488,77.192
81,22-06-27,13:00:00,26.574,77.875
82,22-06-27,13:15:00,26.660,78.950
83,22-06-27,13:30:00,28.204,68.107
84,22-06-27,13:45:00,28.505,71.917
85,22-06-27,14:00:00,27.947,75.385
86,22-06-27,14:15:00,28.033,73.968
87,22-06-27,14:30:00,28.161,71.502
88,22-06-27,14:45:00,28.462,71.062
89,22-06-27,15:00:00,28.290,70.794
90,22-06-27,15:15:00,27.732,74.579
91,22-06-27,15:30:00,27.604,74.432
92,22-06-27,15:45:00,27.218,71.893
93,22-06-27,16:00:00,25.330,77.192
94,22-06-27,16:15:00,24.172,85.446
95,22-06-27,16:30:00,23.356,86.960
96,22-06-27,16:45:00,23.142,89.621
97,22-06-27,17:00:00,22.713,90.867
98,22-06-27,17:15:00,22.584,91.136
99,22-06-27,17:30:00,22.713,91.551
100,22-06-27,17:45:00,22.713,90.183
101,22-06-27,18:00:00,22.756,90.501
102,22-06-27,18:15:00,22.927,90.965
103,22-06-27,18:30:00,23.314,91.917
104,22-06-27,18:45:00,23.399,90.916
105,22-06-27,19:00:00,23.485,91.477
106,22-06-27,19:15:00,23.399,90.330
107,22-06-27,19:30:00,23.399,89.866
108,22-06-27,19:45:00,23.356,90.916
109,22-06-27,20:00:00,23.271,90.256
110,22-06-27,20:15:00,23.271,90.989
111,22-06-27,20:30:00,23.099,91.844
112,22-06-27,20:45:00,23.056,92.845
113,22-06-27,21:00:00,22.970,93.480
114,22-06-27,21:15:00,22.842,93.480
115,22-06-27,21:30:00,22.713,94.066
116,22-06-27,21:45:00,22.627,94.359
117,22-06-27,22:00:00,22.498,94.115
118,22-06-27,22:15:00,22.498,93.065
119,22-06-27,22:30:00,22.584,93.016
120,22-06-27,22:45:00,22.498,93.700
121,22-06-27,23:00:00,22.370,93.651
122,22-06-27,23:15:00,22.241,93.065
123,22-06-27,23:30:00,22.155,93.382
124,22-06-27,23:45:00,22.069,94.383
125,22-06-28,00:00:00,21.984,94.799
126,22-06-28,00:15:00,21.898,95.116
127,22-06-28,00:30:00,21.769,95.580
128,22-06-28,00:45:00,21.640,96.068
129,22-06-28,01:00:00,21.640,96.459
130,22-06-28,01:15:00,21.640,96.313
131,22-06-28,01:30:00,21.640,96.606
132,22-06-28,01:45:00,21.640,96.532
133,22-06-28,02:00:00,21.598,96.654
134,22-06-28,02:15:00,21.598,96.874
135,22-06-28,02:30:00,21.640,96.923
136,22-06-28,02:45:00,21.640,97.070
137,22-06-28,03:00:00,21.598,97.241
138,22-06-28,03:15:00,21.426,97.338
139,22-06-28,03:30:00,21.340,97.558
140,22-06-28,03:45:00,21.254,97.802
141,22-06-28,04:00:00,21.340,97.949
142,22-06-28,04:15:00,21.340,97.729
143,22-06-28,04:30:00,21.297,97.705
144,22-06-28,04:45:00,21.297,97.729
145,22-06-28,05:00:00,21.297,98.120
146,22-06-28,05:15:00,21.383,97.998
147,22-06-28,05:30:00,21.340,98.022
148,22-06-28,05:45:00,21.340,97.924
149,22-06-28,06:00:00,21.169,98.120
150,22-06-28,06:15:00,21.211,98.388
151,22-06-28,06:30:00,21.297,98.193
152,22-06-28,06:45:00,21.340,98.193
153,22-06-28,07:00:00,21.383,98.193
154,22-06-28,07:15:00,21.512,98.193
155,22-06-28,07:30:00,21.640,97.851
156,22-06-28,07:45:00,21.769,97.509
157,22-06-28,08:00:00,21.941,96.654
158,22-06-28,08:15:00,22.155,95.751
159,22-06-28,08:30:00,22.327,94.945
160,22-06-28,08:45:00,22.541,94.261
161,22-06-28,09:00:00,23.056,91.868
162,22-06-28,09:15:00,23.657,89.548
163,22-06-28,09:30:00,23.614,91.258
164,22-06-28,09:45:00,23.743,90.427
165,22-06-28,10:00:00,24.043,88.547
166,22-06-28,10:15:00,24.043,88.303
167,22-06-28,10:30:00,24.086,88.718
168,22-06-28,10:45:00,24.558,84.933
169,22-06-28,11:00:00,24.515,85.372
170,22-06-28,11:15:00,24.429,84.200
171,22-06-28,11:30:00,24.815,82.686
172,22-06-28,11:45:00,24.901,83.810
173,22-06-28,12:00:00,24.772,82.589
174,22-06-28,12:15:00,24.686,82.491
175,22-06-28,12:30:00,24.515,83.248
176,22-06-28,12:45:00,24.386,85.836
177,22-06-28,13:00:00,24.815,81.929
178,22-06-28,13:15:00,24.772,84.298
179,22-06-28,13:30:00,24.729,83.712
180,22-06-28,13:45:00,24.729,85.397
181,22-06-28,14:00:00,25.244,81.856
182,22-06-28,14:15:00,25.802,76.484
183,22-06-28,14:30:00,25.759,76.557
184,22-06-28,14:45:00,26.402,73.260
185,22-06-28,15:00:00,25.888,76.581
186,22-06-28,15:15:00,25.759,76.679
187,22-06-28,15:30:00,26.059,73.919
188,22-06-28,15:45:00,25.630,79.048
189,22-06-28,16:00:00,25.330,78.974
190,22-06-28,16:15:00,25.030,81.856
191,22-06-28,16:30:00,24.815,83.101
192,22-06-28,16:45:00,24.558,84.029
193,22-06-28,17:00:00,24.472,84.762
194,22-06-28,17:15:00,24.343,85.495
195,22-06-28,17:30:00,24.386,85.763
196,22-06-28,17:45:00,24.386,85.910
197,22-06-28,18:00:00,24.343,86.496
198,22-06-28,18:15:00,24.172,88.034
199,22-06-28,18:30:00,24.086,89.402
200,22-06-28,18:45:00,24.086,90.061
201,22-06-28,19:00:00,23.957,92.259
202,22-06-28,19:15:00,23.743,94.066
203,22-06-28,19:30:00,23.614,94.799
204,22-06-28,19:45:00,23.614,96.386
205,22-06-28,20:00:00,23.614,97.363
206,22-06-28,20:15:00,23.614,97.900
207,22-06-28,20:30:00,23.614,98.486
208,22-06-28,20:45:00,23.485,98.071
209,22-06-28,21:00:00,23.356,98.364
210,22-06-28,21:15:00,23.271,98.755
211,22-06-28,21:30:00,23.228,98.974
212,22-06-28,21:45:00,23.228,99.316
213,22-06-28,22:00:00,23.099,99.121
214,22-06-28,22:15:00,23.056,99.365
215,22-06-28,22:30:00,23.056,99.707
216,22-06-28,22:45:00,23.056,99.536
217,22-06-28,23:00:00,22.927,99.414
218,22-06-28,23:15:00,22.713,99.096
219,22-06-28,23:30:00,22.370,98.339
220,22-06-28,23:45:00,22.198,98.950
221,22-06-29,00:00:00,22.112,99.316
222,22-06-29,00:15:00,22.027,99.292
223,22-06-29,00:30:00,21.984,99.438
224,22-06-29,00:45:00,21.984,99.585
225,22-06-29,01:00:00,21.941,99.683
226,22-06-29,01:15:00,21.898,99.878
227,22-06-29,01:30:00,21.941,99.853
228,22-06-29,01:45:00,21.941,99.951
229,22-06-29,02:00:00,21.855,99.829
230,22-06-29,02:15:00,21.812,100.000
231,22-06-29,02:30:00,21.812,100.000
232,22-06-29,02:45:00,21.769,99.951
233,22-06-29,03:00:00,21.683,99.780
234,22-06-29,03:15:00,21.640,99.976
235,22-06-29,03:30:00,21.598,100.000
236,22-06-29,03:45:00,21.555,100.000
237,22-06-29,04:00:00,21.555,100.000
238,22-06-29,04:15:00,21.555,99.951
239,22-06-29,04:30:00,21.555,99.902
240,22-06-29,04:45:00,21.555,100.000
241,22-06-29,05:00:00,21.512,100.000
242,22-06-29,05:15:00,21.598,100.000
243,22-06-29,05:30:00,21.555,100.000
244,22-06-29,05:45:00,21.598,100.000
245,22-06-29,06:00:00,21.598,100.000
246,22-06-29,06:15:00,21.640,100.000
247,22-06-29,06:30:00,21.640,100.000
248,22-06-29,06:45:00,21.726,100.000
249,22-06-29,07:00:00,21.769,100.000
250,22-06-29,07:15:00,21.769,100.000
251,22-06-29,07:30:00,21.855,100.000
252,22-06-29,07:45:00,21.855,100.000
253,22-06-29,08:00:00,21.898,100.000
254,22-06-29,08:15:00,21.941,100.000
255,22-06-29,08:30:00,22.027,99.951
256,22-06-29,08:45:00,22.155,99.927
257,22-06-29,09:00:00,22.198,99.170
258,22-06-29,09:15:00,22.284,99.805
259,22-06-29,09:30:00,22.370,99.853
260,22-06-29,09:45:00,22.456,99.438
261,22-06-29,10:00:00,22.456,98.559
262,22-06-29,10:15:00,22.627,97.363
263,22-06-29,10:30:00,22.756,97.167
264,22-06-29,10:45:00,22.885,96.654
265,22-06-29,11:00:00,22.927,98.339
266,22-06-29,11:15:00,22.927,98.217
267,22-06-29,11:30:00,23.099,96.972
268,22-06-29,11:45:00,23.185,96.923
269,22-06-29,12:00:00,23.356,97.192
270,22-06-29,12:15:00,23.528,95.165
271,22-06-29,12:30:00,23.828,93.480
272,22-06-29,12:45:00,24.129,94.139
273,22-06-29,13:00:00,24.558,92.821
274,22-06-29,13:15:00,24.686,92.918
275,22-06-29,13:30:00,25.201,89.158
276,22-06-29,13:45:00,25.459,90.525
277,22-06-29,14:00:00,25.802,85.153
278,22-06-29,14:15:00,25.587,81.197
279,22-06-29,14:30:00,25.502,83.370
280,22-06-29,14:45:00,26.574,79.707
281,22-06-29,15:00:00,27.689,71.526
282,22-06-29,15:15:00,27.518,76.239
283,22-06-29,15:30:00,26.917,77.949
284,22-06-29,15:45:00,27.218,74.628
285,22-06-29,16:00:00,27.003,76.459
286,22-06-29,16:15:00,26.874,74.603
287,22-06-29,16:30:00,26.531,78.608
288,22-06-29,16:45:00,27.132,74.212
289,22-06-29,17:00:00,26.874,75.556
290,22-06-29,17:15:00,26.917,75.458
291,22-06-29,17:30:00,27.175,76.239
292,22-06-29,17:45:00,28.376,65.079
293,22-06-29,18:00:00,28.290,70.012
294,22-06-29,18:15:00,28.161,71.087
295,22-06-29,18:30:00,27.775,75.678
296,22-06-29,18:45:00,27.947,74.457
297,22-06-29,19:00:00,25.158,89.011
298,22-06-29,19:15:00,22.584,98.242
299,22-06-29,19:30:00,22.713,99.267
300,22-06-29,19:45:00,22.627,99.658
301,22-06-29,20:00:00,22.670,99.951
302,22-06-29,20:15:00,22.713,100.000
303,22-06-29,20:30:00,22.799,100.000
304,22-06-29,20:45:00,22.885,100.000
305,22-06-29,21:00:00,22.927,100.000
306,22-06-29,21:15:00,22.927,100.000
307,22-06-29,21:30:00,22.927,100.000
308,22-06-29,21:45:00,22.713,100.000
309,22-06-29,22:00:00,22.799,100.000
310,22-06-29,22:15:00,22.799,100.000
311,22-06-29,22:30:00,22.799,100.000
312,22-06-29,22:45:00,22.756,100.000
313,22-06-29,23:00:00,22.713,100.000
314,22-06-29,23:15:00,22.627,100.000
315,22-06-29,23:30:00,22.584,100.000
316,22-06-29,23:45:00,22.584,100.000
317,22-06-30,00:00:00,22.541,100.000
318,22-06-30,00:15:00,22.584,100.000
319,22-06-30,00:30:00,22.627,100.000
320,22-06-30,00:45:00,22.627,100.000
321,22-06-30,01:00:00,22.541,100.000
322,22-06-30,01:15:00,22.456,100.000
323,22-06-30,01:30:00,22.413,100.000
324,22-06-30,01:45:00,22.284,100.000
325,22-06-30,02:00:00,22.241,100.000
326,22-06-30,02:15:00,22.198,100.000
327,22-06-30,02:30:00,22.241,100.000
328,22-06-30,02:45:00,22.284,100.000
329,22-06-30,03:00:00,22.155,100.000
330,22-06-30,03:15:00,22.112,100.000
331,22-06-30,03:30:00,22.112,100.000
332,22-06-30,03:45:00,22.069,100.000
333,22-06-30,04:00:00,21.984,100.000
334,22-06-30,04:15:00,21.941,100.000
335,22-06-30,04:30:00,21.855,100.000
336,22-06-30,04:45:00,21.812,100.000
337,22-06-30,05:00:00,21.769,100.000
338,22-06-30,05:15:00,21.683,100.000
339,22-06-30,05:30:00,21.683,100.000
340,22-06-30,05:45:00,21.555,100.000
341,22-06-30,06:00:00,21.512,100.000
342,22-06-30,06:15:00,21.426,100.000
343,22-06-30,06:30:00,21.426,100.000
344,22-06-30,06:45:00,21.426,100.000
345,22-06-30,07:00:00,21.426,100.000
346,22-06-30,07:15:00,21.555,100.000
347,22-06-30,07:30:00,21.640,100.000
348,22-06-30,07:45:00,21.683,100.000
349,22-06-30,08:00:00,21.812,100.000
350,22-06-30,08:15:00,21.941,100.000
351,22-06-30,08:30:00,21.984,100.000
352,22-06-30,08:45:00,22.155,100.000
353,22-06-30,09:00:00,22.198,100.000
354,22-06-30,09:15:00,22.413,100.000
355,22-06-30,09:30:00,22.456,100.000
356,22-06-30,09:45:00,22.541,100.000
357,22-06-30,10:00:00,22.756,100.000
358,22-06-30,10:15:00,23.142,100.000
359,22-06-30,10:30:00,23.271,100.000
360,22-06-30,10:45:00,23.399,100.000
361,22-06-30,11:00:00,23.614,100.000
362,22-06-30,11:15:00,23.828,100.000
363,22-06-30,11:30:00,24.429,97.070
364,22-06-30,11:45:00,25.073,92.625
365,22-06-30,12:00:00,24.472,92.869
366,22-06-30,12:15:00,24.515,95.751
367,22-06-30,12:30:00,25.416,89.988
368,22-06-30,12:45:00,25.544,87.009
369,22-06-30,13:00:00,25.544,79.829
370,22-06-30,13:15:00,25.287,89.158
371,22-06-30,13:30:00,26.317,86.984
372,22-06-30,13:45:00,26.445,73.089
373,22-06-30,14:00:00,26.703,77.656
374,22-06-30,14:15:00,26.531,75.116
375,22-06-30,14:30:00,27.218,74.505
376,22-06-30,14:45:00,27.303,79.658
377,22-06-30,15:00:00,26.831,78.877
378,22-06-30,15:15:00,26.831,76.996
379,22-06-30,15:30:00,27.089,76.093
380,22-06-30,15:45:00,27.475,75.263
381,22-06-30,16:00:00,26.831,76.630
382,22-06-30,16:15:00,27.218,72.015
383,22-06-30,16:30:00,27.561,74.994
384,22-06-30,16:45:00,27.475,69.597
385,22-06-30,17:00:00,28.419,71.673
386,22-06-30,17:15:00,28.290,64.860
387,22-06-30,17:30:00,28.118,69.084
388,22-06-30,17:45:00,27.303,71.306
389,22-06-30,18:00:00,27.132,70.427
390,22-06-30,18:15:00,26.831,75.653
391,22-06-30,18:30:00,26.488,75.092
392,22-06-30,18:45:00,26.402,77.924
393,22-06-30,19:00:00,26.360,77.460
394,22-06-30,19:15:00,26.102,79.487
395,22-06-30,19:30:00,26.145,79.878
396,22-06-30,19:45:00,26.016,82.442
397,22-06-30,20:00:00,25.845,85.006
398,22-06-30,20:15:00,25.673,86.129
399,22-06-30,20:30:00,25.630,87.668
400,22-06-30,20:45:00,25.459,87.741
401,22-06-30,21:00:00,25.287,88.498
402,22-06-30,21:15:00,25.330,82.540
403,22-06-30,21:30:00,25.459,80.342
404,22-06-30,21:45:00,21.898,95.458
405,22-06-30,22:00:00,20.482,99.365
406,22-06-30,22:15:00,20.697,100.000
407,22-06-30,22:30:00,20.868,100.000
408,22-06-30,22:45:00,20.954,100.000
409,22-06-30,23:00:00,20.868,100.000
410,22-06-30,23:15:00,20.997,100.000
411,22-06-30,23:30:00,21.083,100.000
412,22-06-30,23:45:00,21.169,100.000
413,22-07-01,00:00:00,21.211,100.000
414,22-07-01,00:15:00,21.297,100.000
415,22-07-01,00:30:00,21.426,100.000
416,22-07-01,00:45:00,21.555,100.000
417,22-07-01,01:00:00,21.640,100.000
418,22-07-01,01:15:00,21.683,100.000
419,22-07-01,01:30:00,21.812,100.000
420,22-07-01,01:45:00,21.898,100.000
421,22-07-01,02:00:00,21.941,100.000
422,22-07-01,02:15:00,21.984,100.000
423,22-07-01,02:30:00,21.984,100.000
424,22-07-01,02:45:00,21.984,100.000
425,22-07-01,03:00:00,21.984,100.000
426,22-07-01,03:15:00,21.898,100.000
427,22-07-01,03:30:00,21.898,100.000
428,22-07-01,03:45:00,21.898,100.000
429,22-07-01,04:00:00,21.855,100.000
430,22-07-01,04:15:00,21.812,100.000
431,22-07-01,04:30:00,21.812,100.000
432,22-07-01,04:45:00,21.769,100.000
433,22-07-01,05:00:00,21.726,100.000
434,22-07-01,05:15:00,21.769,100.000
435,22-07-01,05:30:00,21.726,100.000
436,22-07-01,05:45:00,21.640,100.000
437,22-07-01,06:00:00,21.598,100.000
438,22-07-01,06:15:00,21.555,100.000
439,22-07-01,06:30:00,21.512,100.000
440,22-07-01,06:45:00,21.555,100.000
441,22-07-01,07:00:00,21.555,100.000
442,22-07-01,07:15:00,21.640,100.000
443,22-07-01,07:30:00,21.726,100.000
444,22-07-01,07:45:00,21.855,100.000
445,22-07-01,08:00:00,21.984,100.000
446,22-07-01,08:15:00,22.155,100.000
447,22-07-01,08:30:00,22.327,100.000
448,22-07-01,08:45:00,22.456,100.000
449,22-07-01,09:00:00,22.627,100.000
450,22-07-01,09:15:00,22.713,100.000
451,22-07-01,09:30:00,22.713,100.000
452,22-07-01,09:45:00,22.799,100.000
453,22-07-01,10:00:00,22.885,100.000
454,22-07-01,10:15:00,23.056,100.000
455,22-07-01,10:30:00,23.228,100.000
456,22-07-01,10:45:00,23.442,100.000
457,22-07-01,11:00:00,23.485,100.000
458,22-07-01,11:15:00,23.485,100.000
459,22-07-01,11:30:00,23.314,100.000
460,22-07-01,11:45:00,23.356,100.000
461,22-07-01,12:00:00,23.485,100.000
462,22-07-01,12:15:00,23.614,100.000
463,22-07-01,12:30:00,23.528,100.000
464,22-07-01,12:45:00,23.185,98.901
465,22-07-01,13:00:00,23.056,100.000
466,22-07-01,13:15:00,22.541,97.729
467,22-07-01,13:30:00,22.713,99.780
468,22-07-01,13:45:00,22.541,99.731
469,22-07-01,14:00:00,22.541,100.000
470,22-07-01,14:15:00,22.627,100.000
471,22-07-01,14:30:00,22.927,100.000
472,22-07-01,14:45:00,23.142,100.000
473,22-07-01,15:00:00,23.399,100.000
474,22-07-01,15:15:00,23.399,100.000
475,22-07-01,15:30:00,23.528,100.000
476,22-07-01,15:45:00,23.442,100.000
477,22-07-01,16:00:00,23.528,100.000
478,22-07-01,16:15:00,23.785,100.000
479,22-07-01,16:30:00,24.257,98.242
480,22-07-01,16:45:00,24.558,98.657
481,22-07-01,17:00:00,24.686,98.901
482,22-07-01,17:15:00,24.644,88.864
483,22-07-01,17:30:00,24.644,89.915
484,22-07-01,17:45:00,24.772,92.063
485,22-07-01,18:00:00,24.686,91.966
486,22-07-01,18:15:00,24.601,93.724
487,22-07-01,18:30:00,25.330,90.672
488,22-07-01,18:45:00,25.416,92.283
489,22-07-01,19:00:00,25.158,93.846
490,22-07-01,19:15:00,25.201,93.333
491,22-07-01,19:30:00,24.815,91.136
492,22-07-01,19:45:00,24.686,90.549
493,22-07-01,20:00:00,24.515,90.867
494,22-07-01,20:15:00,24.386,90.061
495,22-07-01,20:30:00,24.343,91.380
496,22-07-01,20:45:00,24.172,92.332
497,22-07-01,21:00:00,24.000,94.554
498,22-07-01,21:15:00,23.828,95.189
499,22-07-01,21:30:00,23.614,96.459
500,22-07-01,21:45:00,23.528,97.314
501,22-07-01,22:00:00,23.442,98.022
502,22-07-01,22:15:00,23.271,99.219
503,22-07-01,22:30:00,23.228,99.023
504,22-07-01,22:45:00,23.013,99.341
505,22-07-01,23:00:00,22.842,99.463
506,22-07-01,23:15:00,22.799,99.902
507,22-07-01,23:30:00,22.756,100.000
508,22-07-01,23:45:00,22.627,100.000
509,22-07-02,00:00:00,22.584,100.000
510,22-07-02,00:15:00,22.456,100.000
511,22-07-02,00:30:00,22.327,100.000
512,22-07-02,00:45:00,22.284,100.000
513,22-07-02,01:00:00,22.241,100.000
514,22-07-02,01:15:00,22.198,100.000
515,22-07-02,01:30:00,22.112,100.000
516,22-07-02,01:45:00,22.155,100.000
517,22-07-02,02:00:00,22.069,100.000
518,22-07-02,02:15:00,21.984,100.000
519,22-07-02,02:30:00,21.855,100.000
520,22-07-02,02:45:00,21.898,100.000
521,22-07-02,03:00:00,21.898,100.000
522,22-07-02,03:15:00,21.769,100.000
523,22-07-02,03:30:00,21.683,100.000
524,22-07-02,03:45:00,21.640,100.000
525,22-07-02,04:00:00,21.555,100.000
526,22-07-02,04:15:00,21.426,100.000
527,22-07-02,04:30:00,21.383,100.000
528,22-07-02,04:45:00,21.383,100.000
529,22-07-02,05:00:00,21.297,100.000
530,22-07-02,05:15:00,21.297,100.000
531,22-07-02,05:30:00,21.340,100.000
532,22-07-02,05:45:00,21.340,100.000
533,22-07-02,06:00:00,21.254,100.000
534,22-07-02,06:15:00,21.211,100.000
535,22-07-02,06:30:00,21.169,100.000
536,22-07-02,06:45:00,21.169,100.000
537,22-07-02,07:00:00,21.126,100.000
538,22-07-02,07:15:00,21.083,100.000
539,22-07-02,07:30:00,21.126,100.000
540,22-07-02,07:45:00,21.211,100.000
541,22-07-02,08:00:00,21.383,100.000
542,22-07-02,08:15:00,21.555,100.000
543,22-07-02,08:30:00,21.812,100.000
544,22-07-02,08:45:00,22.241,100.000
545,22-07-02,09:00:00,22.584,100.000
546,22-07-02,09:15:00,23.013,100.000
547,22-07-02,09:30:00,23.442,98.584
548,22-07-02,09:45:00,23.485,98.413
549,22-07-02,10:00:00,23.828,97.631
550,22-07-02,10:15:00,24.129,96.190
551,22-07-02,10:30:00,24.429,94.481
552,22-07-02,10:45:00,24.772,95.971
553,22-07-02,11:00:00,25.330,91.404
554,22-07-02,11:15:00,25.373,89.353
555,22-07-02,11:30:00,25.759,85.885
556,22-07-02,11:45:00,25.716,90.598
557,22-07-02,12:00:00,26.145,86.398
558,22-07-02,12:15:00,26.574,84.542
559,22-07-02,12:30:00,26.402,80.977
560,22-07-02,12:45:00,26.874,81.123
561,22-07-02,13:00:00,26.960,78.510
562,22-07-02,13:15:00,27.132,83.077
563,22-07-02,13:30:00,27.389,79.731
564,22-07-02,13:45:00,27.389,74.823
565,22-07-02,14:00:00,27.775,76.703
566,22-07-02,14:15:00,28.547,73.089
567,22-07-02,14:30:00,28.976,69.719
568,22-07-02,14:45:00,29.363,62.540
569,22-07-02,15:00:00,29.234,71.990
570,22-07-02,15:15:00,28.505,67.546
571,22-07-02,15:30:00,29.234,67.619
572,22-07-02,15:45:00,29.534,62.027
573,22-07-02,16:00:00,29.963,61.148
574,22-07-02,16:15:00,28.934,66.398
575,22-07-02,16:30:00,28.976,69.353
576,22-07-02,16:45:00,28.891,65.397
577,22-07-02,17:00:00,28.633,69.035
578,22-07-02,17:15:00,28.676,73.455
579,22-07-02,17:30:00,28.462,73.333
580,22-07-02,17:45:00,28.161,75.604
581,22-07-02,18:00:00,27.990,74.383
582,22-07-02,18:15:00,28.076,75.018
583,22-07-02,18:30:00,28.290,74.652
584,22-07-02,18:45:00,27.947,74.676
585,22-07-02,19:00:00,27.861,76.947
586,22-07-02,19:15:00,27.775,78.315
587,22-07-02,19:30:00,27.604,78.535
588,22-07-02,19:45:00,27.346,81.636
589,22-07-02,20:00:00,26.917,80.513
590,22-07-02,20:15:00,26.703,81.807
591,22-07-02,20:30:00,26.574,82.051
592,22-07-02,20:45:00,26.231,83.468
593,22-07-02,21:00:00,26.102,85.006
594,22-07-02,21:15:00,25.931,80.733
595,22-07-02,21:30:00,25.802,79.096
596,22-07-02,21:45:00,25.587,81.636
597,22-07-02,22:00:00,25.330,83.272
598,22-07-02,22:15:00,25.073,83.248
599,22-07-02,22:30:00,24.944,84.615
600,22-07-02,22:45:00,24.772,85.397
601,22-07-02,23:00:00,24.558,86.545
602,22-07-02,23:15:00,24.386,87.204
603,22-07-02,23:30:00,24.257,88.400
604,22-07-02,23:45:00,24.129,89.133
605,22-07-03,00:00:00,23.914,90.989
606,22-07-03,00:15:00,23.871,90.794
607,22-07-03,00:30:00,23.785,93.040
608,22-07-03,00:45:00,23.743,93.236
609,22-07-03,01:00:00,23.657,93.968
610,22-07-03,01:15:00,23.614,94.554
611,22-07-03,01:30:00,23.528,95.043
612,22-07-03,01:45:00,23.528,95.287
613,22-07-03,02:00:00,23.528,95.433
614,22-07-03,02:15:00,23.442,95.800
615,22-07-03,02:30:00,23.314,96.142
616,22-07-03,02:45:00,23.228,96.606
617,22-07-03,03:00:00,23.185,96.874
618,22-07-03,03:15:00,23.142,96.752
619,22-07-03,03:30:00,23.099,97.143
620,22-07-03,03:45:00,23.013,97.143
621,22-07-03,04:00:00,22.885,98.217
622,22-07-03,04:15:00,22.927,97.924
623,22-07-03,04:30:00,22.927,97.534
624,22-07-03,04:45:00,22.885,97.900
625,22-07-03,05:00:00,22.885,98.120
626,22-07-03,05:15:00,22.885,97.949
627,22-07-03,05:30:00,22.799,98.168
