"Plot Title:  CascadeInterior_21167417_20220604"
"#","Date","Time, GMT-04:00","Temp, °C (LGR S/N: 21167417, SEN S/N: 21167417)","RH, % (LGR S/N: 21167417, SEN S/N: 21167417)"
112,22-06-05,19:45:00,25.073,55.067
113,22-06-05,20:00:00,24.729,57.534
114,22-06-05,20:15:00,24.515,57.558
115,22-06-05,20:30:00,24.300,60.611
116,22-06-05,20:45:00,24.000,61.416
117,22-06-05,21:00:00,23.657,61.758
118,22-06-05,21:15:00,23.485,61.221
119,22-06-05,21:30:00,23.185,61.319
120,22-06-05,21:45:00,22.842,65.226
121,22-06-05,22:00:00,22.541,63.883
122,22-06-05,22:15:00,22.198,64.713
123,22-06-05,22:30:00,22.027,67.619
124,22-06-05,22:45:00,21.683,69.304
125,22-06-05,23:00:00,21.555,68.620
126,22-06-05,23:15:00,21.426,69.280
127,22-06-05,23:30:00,21.126,70.159
128,22-06-05,23:45:00,20.954,71.990
129,22-06-06,00:00:00,20.954,73.773
130,22-06-06,00:15:00,20.954,73.455
131,22-06-06,00:30:00,20.911,73.309
132,22-06-06,00:45:00,20.825,72.894
133,22-06-06,01:00:00,20.782,70.549
134,22-06-06,01:15:00,20.654,71.404
135,22-06-06,01:30:00,20.525,69.841
136,22-06-06,01:45:00,20.482,71.844
137,22-06-06,02:00:00,20.396,71.331
138,22-06-06,02:15:00,20.439,73.553
139,22-06-06,02:30:00,20.353,73.871
140,22-06-06,02:45:00,20.139,72.479
141,22-06-06,03:00:00,20.053,74.139
142,22-06-06,03:15:00,19.796,73.065
143,22-06-06,03:30:00,19.839,73.529
144,22-06-06,03:45:00,19.624,75.580
145,22-06-06,04:00:00,19.538,75.678
146,22-06-06,04:15:00,19.581,76.020
147,22-06-06,04:30:00,19.453,75.604
148,22-06-06,04:45:00,19.410,72.747
149,22-06-06,05:00:00,19.281,74.090
150,22-06-06,05:15:00,19.195,72.161
151,22-06-06,05:30:00,19.024,72.137
152,22-06-06,05:45:00,18.723,74.066
153,22-06-06,06:00:00,18.509,75.067
154,22-06-06,06:15:00,18.637,74.383
155,22-06-06,06:30:00,18.809,75.482
156,22-06-06,06:45:00,18.938,76.410
157,22-06-06,07:00:00,19.109,75.653
158,22-06-06,07:15:00,19.281,74.188
159,22-06-06,07:30:00,19.495,74.457
160,22-06-06,07:45:00,19.667,75.946
161,22-06-06,08:00:00,19.796,77.558
162,22-06-06,08:15:00,19.882,78.926
163,22-06-06,08:30:00,20.096,79.145
164,22-06-06,08:45:00,20.353,80.806
165,22-06-06,09:00:00,20.868,81.538
166,22-06-06,09:15:00,21.297,81.514
167,22-06-06,09:30:00,21.469,81.563
168,22-06-06,09:45:00,22.027,81.661
169,22-06-06,10:00:00,22.327,81.954
170,22-06-06,10:15:00,23.142,79.756
171,22-06-06,10:30:00,22.970,80.635
172,22-06-06,10:45:00,23.099,81.221
173,22-06-06,11:00:00,23.399,81.197
174,22-06-06,11:15:00,23.743,76.386
175,22-06-06,11:30:00,23.828,79.389
176,22-06-06,11:45:00,24.300,75.409
177,22-06-06,12:00:00,24.644,77.460
178,22-06-06,12:15:00,24.300,79.707
179,22-06-06,12:30:00,24.558,77.875
180,22-06-06,12:45:00,24.987,77.998
181,22-06-06,13:00:00,25.158,73.480
182,22-06-06,13:15:00,25.759,72.308
183,22-06-06,13:30:00,26.531,70.427
184,22-06-06,13:45:00,26.016,68.400
185,22-06-06,14:00:00,27.218,64.103
186,22-06-06,14:15:00,27.175,61.783
187,22-06-06,14:30:00,27.089,63.736
188,22-06-06,14:45:00,27.346,66.276
189,22-06-06,15:00:00,27.046,61.880
190,22-06-06,15:15:00,25.973,67.179
191,22-06-06,15:30:00,23.442,82.125
192,22-06-06,15:45:00,19.538,93.626
193,22-06-06,16:00:00,19.324,96.654
194,22-06-06,16:15:00,19.753,97.680
195,22-06-06,16:30:00,20.568,97.924
196,22-06-06,16:45:00,21.083,96.777
197,22-06-06,17:00:00,21.598,97.363
198,22-06-06,17:15:00,21.726,96.142
199,22-06-06,17:30:00,21.726,97.094
200,22-06-06,17:45:00,21.898,96.484
201,22-06-06,18:00:00,21.855,96.630
202,22-06-06,18:15:00,21.984,97.265
203,22-06-06,18:30:00,22.069,97.802
204,22-06-06,18:45:00,22.112,98.046
205,22-06-06,19:00:00,22.155,98.510
206,22-06-06,19:15:00,22.112,98.462
207,22-06-06,19:30:00,21.726,98.462
208,22-06-06,19:45:00,21.555,98.779
209,22-06-06,20:00:00,21.426,98.926
210,22-06-06,20:15:00,21.426,99.048
211,22-06-06,20:30:00,21.469,99.292
212,22-06-06,20:45:00,21.426,99.243
213,22-06-06,21:00:00,21.383,99.341
214,22-06-06,21:15:00,21.297,99.487
215,22-06-06,21:30:00,21.126,99.365
216,22-06-06,21:45:00,21.126,99.585
217,22-06-06,22:00:00,21.083,99.683
218,22-06-06,22:15:00,20.997,99.707
219,22-06-06,22:30:00,20.911,99.780
220,22-06-06,22:45:00,20.654,99.634
221,22-06-06,23:00:00,20.439,99.365
222,22-06-06,23:15:00,20.353,99.853
223,22-06-06,23:30:00,20.096,99.194
224,22-06-06,23:45:00,20.268,99.902
225,22-06-07,00:00:00,20.225,99.878
226,22-06-07,00:15:00,20.139,99.902
227,22-06-07,00:30:00,20.096,99.976
228,22-06-07,00:45:00,20.139,100.000
229,22-06-07,01:00:00,20.096,100.000
230,22-06-07,01:15:00,20.139,100.000
231,22-06-07,01:30:00,19.967,99.927
232,22-06-07,01:45:00,20.139,100.000
233,22-06-07,02:00:00,20.225,100.000
234,22-06-07,02:15:00,20.053,100.000
235,22-06-07,02:30:00,20.182,100.000
236,22-06-07,02:45:00,20.139,100.000
237,22-06-07,03:00:00,20.182,100.000
238,22-06-07,03:15:00,20.096,100.000
239,22-06-07,03:30:00,19.796,99.731
240,22-06-07,03:45:00,19.753,100.000
241,22-06-07,04:00:00,19.667,99.902
242,22-06-07,04:15:00,19.581,100.000
243,22-06-07,04:30:00,19.538,100.000
244,22-06-07,04:45:00,19.710,100.000
245,22-06-07,05:00:00,19.710,100.000
246,22-06-07,05:15:00,19.796,100.000
247,22-06-07,05:30:00,19.882,100.000
248,22-06-07,05:45:00,19.924,100.000
249,22-06-07,06:00:00,19.967,100.000
250,22-06-07,06:15:00,20.010,100.000
251,22-06-07,06:30:00,19.753,100.000
252,22-06-07,06:45:00,19.667,100.000
253,22-06-07,07:00:00,19.710,100.000
254,22-06-07,07:15:00,19.753,100.000
255,22-06-07,07:30:00,19.882,100.000
256,22-06-07,07:45:00,20.010,100.000
257,22-06-07,08:00:00,20.139,100.000
258,22-06-07,08:15:00,20.225,100.000
259,22-06-07,08:30:00,20.396,100.000
260,22-06-07,08:45:00,20.482,100.000
261,22-06-07,09:00:00,20.525,100.000
262,22-06-07,09:15:00,20.654,100.000
263,22-06-07,09:30:00,20.740,100.000
264,22-06-07,09:45:00,20.825,100.000
265,22-06-07,10:00:00,21.083,100.000
266,22-06-07,10:15:00,21.297,100.000
267,22-06-07,10:30:00,21.340,99.829
268,22-06-07,10:45:00,21.426,99.536
269,22-06-07,11:00:00,21.640,99.341
270,22-06-07,11:15:00,21.898,99.414
271,22-06-07,11:30:00,22.069,99.365
272,22-06-07,11:45:00,22.327,98.291
273,22-06-07,12:00:00,22.756,97.265
274,22-06-07,12:15:00,23.271,96.337
275,22-06-07,12:30:00,23.743,93.431
276,22-06-07,12:45:00,24.086,91.917
277,22-06-07,13:00:00,24.601,89.744
278,22-06-07,13:15:00,24.429,90.085
279,22-06-07,13:30:00,25.073,91.258
280,22-06-07,13:45:00,25.158,88.400
281,22-06-07,14:00:00,24.686,86.032
282,22-06-07,14:15:00,24.558,90.110
283,22-06-07,14:30:00,24.472,92.308
284,22-06-07,14:45:00,24.386,89.109
285,22-06-07,15:00:00,24.343,91.111
286,22-06-07,15:15:00,24.386,90.891
287,22-06-07,15:30:00,24.772,89.890
288,22-06-07,15:45:00,24.944,89.426
289,22-06-07,16:00:00,25.030,89.109
290,22-06-07,16:15:00,25.115,85.788
291,22-06-07,16:30:00,24.901,90.183
292,22-06-07,16:45:00,24.987,87.082
293,22-06-07,17:00:00,25.073,88.083
294,22-06-07,17:15:00,25.030,88.376
295,22-06-07,17:30:00,24.815,90.452
296,22-06-07,17:45:00,24.644,89.939
297,22-06-07,18:00:00,24.472,90.379
298,22-06-07,18:15:00,24.300,90.183
299,22-06-07,18:30:00,24.257,92.210
300,22-06-07,18:45:00,24.214,92.039
301,22-06-07,19:00:00,24.214,91.404
302,22-06-07,19:15:00,24.129,90.330
303,22-06-07,19:30:00,23.957,91.136
304,22-06-07,19:45:00,24.000,90.354
305,22-06-07,20:00:00,23.914,91.258
306,22-06-07,20:15:00,23.743,91.600
307,22-06-07,20:30:00,23.571,92.259
308,22-06-07,20:45:00,23.485,92.283
309,22-06-07,21:00:00,23.356,93.578
310,22-06-07,21:15:00,23.271,94.701
311,22-06-07,21:30:00,23.399,95.140
312,22-06-07,21:45:00,23.271,94.164
313,22-06-07,22:00:00,23.056,94.945
314,22-06-07,22:15:00,22.927,96.923
315,22-06-07,22:30:00,22.670,98.828
316,22-06-07,22:45:00,22.498,98.510
317,22-06-07,23:00:00,22.198,99.243
318,22-06-07,23:15:00,22.069,98.608
319,22-06-07,23:30:00,20.782,98.168
320,22-06-07,23:45:00,19.281,99.805
321,22-06-08,00:00:00,19.238,100.000
322,22-06-08,00:15:00,19.238,100.000
323,22-06-08,00:30:00,19.324,100.000
324,22-06-08,00:45:00,19.410,100.000
325,22-06-08,01:00:00,19.410,100.000
326,22-06-08,01:15:00,19.453,100.000
327,22-06-08,01:30:00,19.238,100.000
328,22-06-08,01:45:00,19.238,100.000
329,22-06-08,02:00:00,19.238,100.000
330,22-06-08,02:15:00,19.195,100.000
331,22-06-08,02:30:00,19.109,100.000
332,22-06-08,02:45:00,19.066,100.000
333,22-06-08,03:00:00,19.024,100.000
334,22-06-08,03:15:00,18.981,100.000
335,22-06-08,03:30:00,19.024,100.000
336,22-06-08,03:45:00,18.981,100.000
337,22-06-08,04:00:00,18.852,100.000
338,22-06-08,04:15:00,18.766,100.000
339,22-06-08,04:30:00,18.809,100.000
340,22-06-08,04:45:00,18.723,100.000
341,22-06-08,05:00:00,18.809,100.000
342,22-06-08,05:15:00,18.852,100.000
343,22-06-08,05:30:00,18.938,100.000
344,22-06-08,05:45:00,19.024,100.000
345,22-06-08,06:00:00,18.852,100.000
346,22-06-08,06:15:00,18.938,100.000
347,22-06-08,06:30:00,19.024,100.000
348,22-06-08,06:45:00,19.066,100.000
349,22-06-08,07:00:00,19.024,100.000
350,22-06-08,07:15:00,19.152,100.000
351,22-06-08,07:30:00,19.195,100.000
352,22-06-08,07:45:00,19.238,100.000
353,22-06-08,08:00:00,19.281,100.000
354,22-06-08,08:15:00,19.410,100.000
355,22-06-08,08:30:00,19.581,100.000
356,22-06-08,08:45:00,19.667,100.000
357,22-06-08,09:00:00,19.796,100.000
358,22-06-08,09:15:00,19.924,100.000
359,22-06-08,09:30:00,20.096,100.000
360,22-06-08,09:45:00,20.311,100.000
361,22-06-08,10:00:00,20.525,100.000
362,22-06-08,10:15:00,20.654,100.000
363,22-06-08,10:30:00,20.911,100.000
364,22-06-08,10:45:00,21.083,100.000
365,22-06-08,11:00:00,21.297,100.000
366,22-06-08,11:15:00,21.469,100.000
367,22-06-08,11:30:00,21.640,100.000
368,22-06-08,11:45:00,21.555,100.000
369,22-06-08,12:00:00,21.812,100.000
370,22-06-08,12:15:00,21.855,100.000
371,22-06-08,12:30:00,22.198,100.000
372,22-06-08,12:45:00,22.498,100.000
373,22-06-08,13:00:00,22.842,99.829
374,22-06-08,13:15:00,22.885,98.168
375,22-06-08,13:30:00,23.356,99.731
376,22-06-08,13:45:00,23.528,98.291
377,22-06-08,14:00:00,23.399,95.726
378,22-06-08,14:15:00,23.700,96.020
379,22-06-08,14:30:00,24.343,96.801
380,22-06-08,14:45:00,24.772,95.140
381,22-06-08,15:00:00,24.601,95.018
382,22-06-08,15:15:00,24.815,93.089
383,22-06-08,15:30:00,24.858,92.039
384,22-06-08,15:45:00,25.115,89.084
385,22-06-08,16:00:00,25.330,88.547
386,22-06-08,16:15:00,25.115,88.987
387,22-06-08,16:30:00,24.944,90.623
388,22-06-08,16:45:00,25.158,86.911
389,22-06-08,17:00:00,25.459,87.228
390,22-06-08,17:15:00,25.673,87.863
391,22-06-08,17:30:00,25.716,88.523
392,22-06-08,17:45:00,25.587,90.745
393,22-06-08,18:00:00,25.587,88.034
394,22-06-08,18:15:00,25.244,91.111
395,22-06-08,18:30:00,25.373,88.816
396,22-06-08,18:45:00,25.287,88.962
397,22-06-08,19:00:00,25.330,88.400
398,22-06-08,19:15:00,25.201,89.133
399,22-06-08,19:30:00,25.030,90.696
400,22-06-08,19:45:00,24.987,89.353
401,22-06-08,20:00:00,24.858,89.719
402,22-06-08,20:15:00,24.815,90.867
403,22-06-08,20:30:00,24.601,91.722
404,22-06-08,20:45:00,24.472,92.234
405,22-06-08,21:00:00,24.343,92.405
406,22-06-08,21:15:00,24.214,93.040
407,22-06-08,21:30:00,24.129,93.944
408,22-06-08,21:45:00,23.914,94.872
409,22-06-08,22:00:00,23.871,95.531
410,22-06-08,22:15:00,23.828,96.166
411,22-06-08,22:30:00,23.785,96.410
412,22-06-08,22:45:00,23.700,96.752
413,22-06-08,23:00:00,23.185,99.072
414,22-06-08,23:15:00,20.782,99.853
415,22-06-08,23:30:00,20.525,100.000
416,22-06-08,23:45:00,20.353,100.000
417,22-06-09,00:00:00,20.268,100.000
418,22-06-09,00:15:00,20.182,100.000
419,22-06-09,00:30:00,20.268,100.000
420,22-06-09,00:45:00,20.268,100.000
421,22-06-09,01:00:00,20.311,100.000
422,22-06-09,01:15:00,20.311,100.000
423,22-06-09,01:30:00,20.353,100.000
424,22-06-09,01:45:00,20.268,100.000
425,22-06-09,02:00:00,20.139,100.000
426,22-06-09,02:15:00,20.139,100.000
427,22-06-09,02:30:00,19.967,100.000
428,22-06-09,02:45:00,20.053,100.000
429,22-06-09,03:00:00,19.967,100.000
430,22-06-09,03:15:00,19.967,100.000
431,22-06-09,03:30:00,19.967,100.000
432,22-06-09,03:45:00,19.882,100.000
433,22-06-09,04:00:00,19.924,100.000
434,22-06-09,04:15:00,19.882,100.000
435,22-06-09,04:30:00,19.839,100.000
436,22-06-09,04:45:00,19.882,100.000
437,22-06-09,05:00:00,19.882,100.000
438,22-06-09,05:15:00,19.753,100.000
439,22-06-09,05:30:00,19.624,100.000
440,22-06-09,05:45:00,19.495,100.000
441,22-06-09,06:00:00,19.410,100.000
442,22-06-09,06:15:00,19.324,100.000
443,22-06-09,06:30:00,19.367,100.000
444,22-06-09,06:45:00,19.410,100.000
445,22-06-09,07:00:00,19.281,100.000
446,22-06-09,07:15:00,19.495,100.000
447,22-06-09,07:30:00,19.581,100.000
448,22-06-09,07:45:00,19.710,100.000
449,22-06-09,08:00:00,19.839,100.000
450,22-06-09,08:15:00,20.010,100.000
451,22-06-09,08:30:00,20.311,100.000
452,22-06-09,08:45:00,20.482,100.000
453,22-06-09,09:00:00,20.611,100.000
454,22-06-09,09:15:00,20.868,100.000
455,22-06-09,09:30:00,21.126,100.000
456,22-06-09,09:45:00,21.383,100.000
457,22-06-09,10:00:00,21.769,100.000
458,22-06-09,10:15:00,22.027,100.000
459,22-06-09,10:30:00,22.327,100.000
460,22-06-09,10:45:00,22.370,100.000
461,22-06-09,11:00:00,22.498,100.000
462,22-06-09,11:15:00,22.670,100.000
463,22-06-09,11:30:00,23.013,99.243
464,22-06-09,11:45:00,23.614,95.336
465,22-06-09,12:00:00,23.485,92.625
466,22-06-09,12:15:00,23.785,92.527
467,22-06-09,12:30:00,23.914,93.871
468,22-06-09,12:45:00,24.129,95.604
469,22-06-09,13:00:00,24.429,90.501
470,22-06-09,13:15:00,24.858,85.128
471,22-06-09,13:30:00,25.287,87.497
472,22-06-09,13:45:00,25.587,80.586
473,22-06-09,14:00:00,25.673,84.493
474,22-06-09,14:15:00,25.973,85.446
475,22-06-09,14:30:00,26.016,77.705
476,22-06-09,14:45:00,25.416,83.053
477,22-06-09,15:00:00,25.888,80.391
478,22-06-09,15:15:00,26.059,78.437
479,22-06-09,15:30:00,25.673,82.198
480,22-06-09,15:45:00,25.888,84.884
481,22-06-09,16:00:00,25.459,80.440
482,22-06-09,16:15:00,24.987,83.907
483,22-06-09,16:30:00,24.987,81.148
484,22-06-09,16:45:00,24.644,85.763
485,22-06-09,17:00:00,24.729,87.766
486,22-06-09,17:15:00,24.858,88.352
487,22-06-09,17:30:00,25.030,77.802
488,22-06-09,17:45:00,25.030,77.558
489,22-06-09,18:00:00,25.244,76.581
490,22-06-09,18:15:00,24.515,84.054
491,22-06-09,18:30:00,24.343,82.418
492,22-06-09,18:45:00,24.644,82.222
493,22-06-09,19:00:00,25.115,79.536
494,22-06-09,19:15:00,24.815,78.926
495,22-06-09,19:30:00,24.601,74.505
496,22-06-09,19:45:00,24.343,75.556
497,22-06-09,20:00:00,23.871,77.143
498,22-06-09,20:15:00,23.442,79.341
499,22-06-09,20:30:00,23.314,79.853
500,22-06-09,20:45:00,23.099,82.027
501,22-06-09,21:00:00,22.799,86.593
502,22-06-09,21:15:00,22.456,86.447
503,22-06-09,21:30:00,22.069,82.491
504,22-06-09,21:45:00,21.555,87.179
505,22-06-09,22:00:00,21.297,87.302
506,22-06-09,22:15:00,20.782,88.645
507,22-06-09,22:30:00,20.482,90.696
508,22-06-09,22:45:00,20.353,90.696
509,22-06-09,23:00:00,20.311,92.674
510,22-06-09,23:15:00,20.096,91.111
511,22-06-09,23:30:00,19.839,91.600
512,22-06-09,23:45:00,19.538,92.308
513,22-06-10,00:00:00,19.324,91.282
514,22-06-10,00:15:00,19.281,93.407
515,22-06-10,00:30:00,18.895,92.650
516,22-06-10,00:45:00,18.680,92.943
517,22-06-10,01:00:00,18.552,94.554
518,22-06-10,01:15:00,18.337,94.799
519,22-06-10,01:30:00,18.080,94.310
520,22-06-10,01:45:00,18.037,94.969
521,22-06-10,02:00:00,17.908,95.043
522,22-06-10,02:15:00,17.479,96.288
523,22-06-10,02:30:00,17.222,96.752
524,22-06-10,02:45:00,17.093,96.899
525,22-06-10,03:00:00,16.921,97.436
526,22-06-10,03:15:00,16.921,97.802
527,22-06-10,03:30:00,16.793,97.582
528,22-06-10,03:45:00,16.535,97.411
529,22-06-10,04:00:00,16.450,97.778
530,22-06-10,04:15:00,16.278,97.485
531,22-06-10,04:30:00,16.149,97.631
532,22-06-10,04:45:00,16.106,97.680
533,22-06-10,05:00:00,16.063,97.973
534,22-06-10,05:15:00,15.935,97.363
535,22-06-10,05:30:00,15.720,97.436
536,22-06-10,05:45:00,15.634,97.607
537,22-06-10,06:00:00,15.463,98.022
538,22-06-10,06:15:00,15.248,97.949
539,22-06-10,06:30:00,15.034,98.584
540,22-06-10,06:45:00,15.034,98.364
541,22-06-10,07:00:00,15.034,98.388
542,22-06-10,07:15:00,15.291,98.877
543,22-06-10,07:30:00,15.377,98.999
544,22-06-10,07:45:00,15.634,98.388
545,22-06-10,08:00:00,15.849,98.364
546,22-06-10,08:15:00,16.235,98.462
547,22-06-10,08:30:00,16.793,98.144
548,22-06-10,08:45:00,17.393,97.363
549,22-06-10,09:00:00,17.779,96.825
550,22-06-10,09:15:00,18.423,95.873
551,22-06-10,09:30:00,18.938,95.824
552,22-06-10,09:45:00,19.495,94.286
553,22-06-10,10:00:00,20.139,93.455
554,22-06-10,10:15:00,20.482,90.085
555,22-06-10,10:30:00,21.083,85.177
556,22-06-10,10:45:00,21.898,74.872
557,22-06-10,11:00:00,22.112,79.634
558,22-06-10,11:15:00,22.670,74.408
559,22-06-10,11:30:00,23.142,78.706
560,22-06-10,11:45:00,22.799,77.778
561,22-06-10,12:00:00,23.314,73.602
562,22-06-10,12:15:00,23.743,73.651
563,22-06-10,12:30:00,23.657,78.193
564,22-06-10,12:45:00,23.785,78.022
565,22-06-10,13:00:00,24.043,74.628
566,22-06-10,13:15:00,24.300,63.004
567,22-06-10,13:30:00,24.386,62.564
568,22-06-10,13:45:00,24.257,69.304
569,22-06-10,14:00:00,23.785,73.480
570,22-06-10,14:15:00,25.373,63.810
571,22-06-10,14:30:00,25.416,69.670
572,22-06-10,14:45:00,25.416,56.288
573,22-06-10,15:00:00,24.644,64.298
574,22-06-10,15:15:00,23.828,67.350
575,22-06-10,15:30:00,23.914,72.796
576,22-06-10,15:45:00,24.558,69.768
577,22-06-10,16:00:00,24.644,73.797
578,22-06-10,16:15:00,24.644,71.600
579,22-06-10,16:30:00,24.472,71.795
580,22-06-10,16:45:00,24.429,71.917
581,22-06-10,17:00:00,24.214,69.646
582,22-06-10,17:15:00,24.000,70.965
583,22-06-10,17:30:00,23.743,72.625
584,22-06-10,17:45:00,23.614,72.259
585,22-06-10,18:00:00,23.528,73.626
586,22-06-10,18:15:00,23.528,73.626
587,22-06-10,18:30:00,23.356,71.526
588,22-06-10,18:45:00,23.099,69.890
589,22-06-10,19:00:00,22.842,72.308
590,22-06-10,19:15:00,22.670,73.895
591,22-06-10,19:30:00,22.627,73.651
592,22-06-10,19:45:00,22.627,73.895
593,22-06-10,20:00:00,22.456,74.994
594,22-06-10,20:15:00,22.198,76.435
595,22-06-10,20:30:00,22.027,80.171
596,22-06-10,20:45:00,21.769,84.640
597,22-06-10,21:00:00,21.383,82.491
598,22-06-10,21:15:00,21.211,82.955
599,22-06-10,21:30:00,20.954,82.442
600,22-06-10,21:45:00,20.782,81.612
601,22-06-10,22:00:00,20.568,84.444
602,22-06-10,22:15:00,20.353,84.029
603,22-06-10,22:30:00,20.182,84.664
604,22-06-10,22:45:00,20.096,84.591
605,22-06-10,23:00:00,20.139,85.592
606,22-06-10,23:15:00,20.182,87.277
607,22-06-10,23:30:00,19.924,88.938
608,22-06-10,23:45:00,19.796,89.719
609,22-06-11,00:00:00,19.667,88.791
610,22-06-11,00:15:00,19.453,89.597
611,22-06-11,00:30:00,19.581,89.744
612,22-06-11,00:45:00,19.624,91.282
613,22-06-11,01:00:00,19.495,90.354
614,22-06-11,01:15:00,19.324,90.720
615,22-06-11,01:30:00,19.367,90.110
616,22-06-11,01:45:00,19.324,89.231
617,22-06-11,02:00:00,19.367,89.621
618,22-06-11,02:15:00,19.453,91.648
619,22-06-11,02:30:00,19.238,92.894
620,22-06-11,02:45:00,19.195,92.747
621,22-06-11,03:00:00,19.195,92.234
622,22-06-11,03:15:00,19.281,91.917
623,22-06-11,03:30:00,19.324,91.770
624,22-06-11,03:45:00,19.281,91.990
625,22-06-11,04:00:00,19.152,93.333
626,22-06-11,04:15:00,19.109,93.431
