#,Date-Time (EST/EDT),Ch:1 - Temperature   (°C),Ch:2 - RH   (%),Dew Point   (°C)
136,08/27/2022 19:30:00,29.41,65.21,22.22
137,08/27/2022 20:00:00,27.36,73.46,22.22
138,08/27/2022 20:30:00,26.89,75.63,22.24
139,08/27/2022 21:00:00,26.64,78.24,22.56
140,08/27/2022 21:30:00,23.55,91.88,22.18
141,08/27/2022 22:00:00,23.45,93.86,22.44
142,08/27/2022 22:30:00,23.70,95.00,22.88
143,08/27/2022 23:00:00,23.54,93.63,22.48
144,08/27/2022 23:30:00,23.56,94.05,22.58
145,08/28/2022 00:00:00,23.44,95.59,22.73
146,08/28/2022 00:30:00,23.69,92.44,22.42
147,08/28/2022 01:00:00,23.38,90.95,21.84
148,08/28/2022 01:30:00,22.98,92.92,21.80
149,08/28/2022 02:00:00,22.53,95.11,21.74
150,08/28/2022 02:30:00,22.46,94.42,21.54
151,08/28/2022 03:00:00,22.54,94.18,21.59
152,08/28/2022 03:30:00,22.29,95.22,21.52
153,08/28/2022 04:00:00,22.21,95.59,21.50
154,08/28/2022 04:30:00,22.14,95.47,21.42
155,08/28/2022 05:00:00,21.92,95.86,21.26
156,08/28/2022 05:30:00,21.94,95.97,21.30
157,08/28/2022 06:00:00,21.99,95.36,21.25
158,08/28/2022 06:30:00,21.85,95.32,21.10
159,08/28/2022 07:00:00,21.66,95.68,20.97
160,08/28/2022 07:30:00,21.75,95.68,21.05
161,08/28/2022 08:00:00,22.42,94.38,21.50
162,08/28/2022 08:30:00,23.34,92.28,22.04
163,08/28/2022 09:00:00,24.27,89.34,22.43
164,08/28/2022 09:30:00,25.40,86.56,23.03
165,08/28/2022 10:00:00,26.61,81.12,23.13
166,08/28/2022 10:30:00,27.63,76.74,23.20
167,08/28/2022 11:00:00,27.70,75.29,22.96
168,08/28/2022 11:30:00,29.01,69.98,23.00
169,08/28/2022 12:00:00,30.23,63.52,22.56
170,08/28/2022 12:30:00,30.76,59.97,22.11
171,08/28/2022 13:00:00,31.52,54.64,21.30
172,08/28/2022 13:30:00,32.88,50.55,21.28
173,08/28/2022 14:00:00,30.53,57.20,21.13
174,08/28/2022 14:30:00,31.29,51.96,20.27
175,08/28/2022 15:00:00,34.29,43.71,20.19
176,08/28/2022 15:30:00,33.50,43.36,19.36
177,08/28/2022 16:00:00,33.78,43.79,19.77
178,08/28/2022 16:30:00,34.08,43.28,19.85
179,08/28/2022 17:00:00,33.67,47.13,20.86
180,08/28/2022 17:30:00,34.65,44.08,20.66
181,08/28/2022 18:00:00,32.14,50.24,20.50
182,08/28/2022 18:30:00,32.97,48.70,20.75
183,08/28/2022 19:00:00,32.50,50.89,21.04
184,08/28/2022 19:30:00,30.33,57.44,21.00
185,08/28/2022 20:00:00,27.98,66.18,21.10
186,08/28/2022 20:30:00,26.93,70.16,21.05
187,08/28/2022 21:00:00,26.31,72.83,21.07
188,08/28/2022 21:30:00,25.84,74.18,20.92
189,08/28/2022 22:00:00,25.28,77.71,21.13
190,08/28/2022 22:30:00,24.51,81.56,21.18
191,08/28/2022 23:00:00,24.50,83.51,21.55
192,08/28/2022 23:30:00,23.91,84.83,21.23
193,08/29/2022 00:00:00,23.81,85.52,21.26
194,08/29/2022 00:30:00,23.94,85.71,21.42
195,08/29/2022 01:00:00,23.98,84.92,21.31
196,08/29/2022 01:30:00,24.11,84.05,21.27
197,08/29/2022 02:00:00,23.67,85.88,21.19
198,08/29/2022 02:30:00,23.43,85.82,20.95
199,08/29/2022 03:00:00,23.11,87.22,20.90
200,08/29/2022 03:30:00,22.88,87.59,20.74
201,08/29/2022 04:00:00,22.58,89.41,20.78
202,08/29/2022 04:30:00,22.41,89.49,20.63
203,08/29/2022 05:00:00,22.09,90.72,20.53
204,08/29/2022 05:30:00,21.77,92.73,20.57
205,08/29/2022 06:00:00,21.88,92.92,20.71
206,08/29/2022 06:30:00,22.05,92.78,20.85
207,08/29/2022 07:00:00,21.93,93.13,20.80
208,08/29/2022 07:30:00,22.04,92.95,20.87
209,08/29/2022 08:00:00,22.50,91.24,21.03
210,08/29/2022 08:30:00,23.52,88.26,21.49
211,08/29/2022 09:00:00,24.43,85.94,21.95
212,08/29/2022 09:30:00,25.23,82.96,22.16
213,08/29/2022 10:00:00,28.27,70.09,22.32
214,08/29/2022 10:30:00,28.53,67.18,21.87
215,08/29/2022 11:00:00,27.95,69.15,21.79
216,08/29/2022 11:30:00,27.80,70.58,21.98
217,08/29/2022 12:00:00,28.69,66.48,21.85
218,08/29/2022 12:30:00,29.13,63.73,21.57
219,08/29/2022 13:00:00,32.25,53.29,21.56
220,08/29/2022 13:30:00,31.46,54.85,21.31
221,08/29/2022 14:00:00,33.05,49.98,21.25
222,08/29/2022 14:30:00,33.46,48.57,21.16
223,08/29/2022 15:00:00,32.63,48.71,20.45
224,08/29/2022 15:30:00,33.72,46.82,20.79
225,08/29/2022 16:00:00,31.73,53.87,21.26
226,08/29/2022 16:30:00,33.25,48.68,21.00
227,08/29/2022 17:00:00,34.57,42.41,19.96
228,08/29/2022 17:30:00,34.19,45.52,20.76
229,08/29/2022 18:00:00,35.30,42.22,20.54
230,08/29/2022 18:30:00,33.61,47.73,21.01
231,08/29/2022 19:00:00,32.75,49.57,20.84
232,08/29/2022 19:30:00,32.49,51.18,21.13
233,08/29/2022 20:00:00,28.82,63.72,21.28
234,08/29/2022 20:30:00,27.67,69.52,21.61
235,08/29/2022 21:00:00,26.71,75.30,22.01
236,08/29/2022 21:30:00,26.63,75.08,21.87
237,08/29/2022 22:00:00,25.99,76.90,21.65
238,08/29/2022 22:30:00,25.29,80.92,21.80
239,08/29/2022 23:00:00,24.83,84.25,22.01
240,08/29/2022 23:30:00,24.69,85.29,22.08
241,08/30/2022 00:00:00,24.36,86.16,21.93
242,08/30/2022 00:30:00,24.15,87.67,22.00
243,08/30/2022 01:00:00,23.66,89.71,21.90
244,08/30/2022 01:30:00,23.55,90.78,21.98
245,08/30/2022 02:00:00,23.30,91.56,21.88
246,08/30/2022 02:30:00,23.22,91.46,21.78
247,08/30/2022 03:00:00,23.07,92.53,21.82
248,08/30/2022 03:30:00,22.97,92.59,21.73
249,08/30/2022 04:00:00,23.09,92.20,21.78
250,08/30/2022 04:30:00,23.00,91.77,21.62
251,08/30/2022 05:00:00,22.94,91.14,21.44
252,08/30/2022 05:30:00,22.42,92.99,21.26
253,08/30/2022 06:00:00,22.47,92.85,21.28
254,08/30/2022 06:30:00,22.51,92.56,21.27
255,08/30/2022 07:00:00,22.20,94.07,21.23
256,08/30/2022 07:30:00,22.73,91.81,21.36
257,08/30/2022 08:00:00,22.98,90.29,21.33
258,08/30/2022 08:30:00,23.17,90.10,21.49
259,08/30/2022 09:00:00,23.58,87.36,21.38
260,08/30/2022 09:30:00,24.35,84.39,21.58
261,08/30/2022 10:00:00,25.12,80.75,21.60
262,08/30/2022 10:30:00,27.72,70.60,21.92
263,08/30/2022 11:00:00,28.20,68.17,21.80
264,08/30/2022 11:30:00,29.95,62.32,21.99
265,08/30/2022 12:00:00,31.67,59.74,22.90
266,08/30/2022 12:30:00,31.30,58.23,22.14
267,08/30/2022 13:00:00,32.24,55.07,22.09
268,08/30/2022 13:30:00,33.19,52.53,22.20
269,08/30/2022 14:00:00,33.26,50.99,21.77
270,08/30/2022 14:30:00,32.44,53.67,21.86
271,08/30/2022 15:00:00,34.22,48.03,21.67
272,08/30/2022 15:30:00,28.45,76.41,23.93
273,08/30/2022 16:00:00,28.97,72.20,23.48
274,08/30/2022 16:30:00,24.03,89.15,22.16
275,08/30/2022 17:00:00,22.79,93.31,21.68
276,08/30/2022 17:30:00,23.09,94.45,22.18
277,08/30/2022 18:00:00,22.94,96.84,22.44
278,08/30/2022 18:30:00,22.98,94.89,22.15
279,08/30/2022 19:00:00,23.12,94.99,22.30
280,08/30/2022 19:30:00,23.38,94.06,22.40
281,08/30/2022 20:00:00,23.30,94.45,22.39
282,08/30/2022 20:30:00,23.00,95.52,22.28
283,08/30/2022 21:00:00,22.92,96.90,22.43
284,08/30/2022 21:30:00,22.93,96.47,22.37
285,08/30/2022 22:00:00,22.94,96.17,22.33
286,08/30/2022 22:30:00,22.98,96.13,22.36
287,08/30/2022 23:00:00,22.84,96.92,22.36
288,08/30/2022 23:30:00,22.97,96.46,22.41
289,08/31/2022 00:00:00,22.81,96.85,22.31
290,08/31/2022 00:30:00,22.69,96.92,22.21
291,08/31/2022 01:00:00,22.71,96.68,22.19
292,08/31/2022 01:30:00,22.58,97.05,22.12
293,08/31/2022 02:00:00,22.54,97.29,22.12
294,08/31/2022 02:30:00,22.44,97.83,22.12
295,08/31/2022 03:00:00,22.52,97.50,22.13
296,08/31/2022 03:30:00,22.62,97.32,22.20
297,08/31/2022 04:00:00,22.67,97.11,22.22
298,08/31/2022 04:30:00,22.75,96.57,22.20
299,08/31/2022 05:00:00,22.72,96.48,22.16
300,08/31/2022 05:30:00,22.55,96.84,22.05
301,08/31/2022 06:00:00,22.28,97.40,21.88
302,08/31/2022 06:30:00,22.14,97.55,21.77
303,08/31/2022 07:00:00,21.94,97.79,21.60
304,08/31/2022 07:30:00,22.11,96.80,21.61
305,08/31/2022 08:00:00,22.26,96.48,21.70
306,08/31/2022 08:30:00,22.87,94.40,21.96
307,08/31/2022 09:00:00,23.37,91.42,21.92
308,08/31/2022 09:30:00,24.40,86.97,22.12
309,08/31/2022 10:00:00,26.67,76.80,22.29
310,08/31/2022 10:30:00,27.80,70.49,21.96
311,08/31/2022 11:00:00,28.53,67.55,21.96
312,08/31/2022 11:30:00,29.32,63.15,21.61
313,08/31/2022 12:00:00,29.51,61.21,21.28
314,08/31/2022 12:30:00,32.08,53.74,21.54
315,08/31/2022 13:00:00,31.06,54.98,20.97
316,08/31/2022 13:30:00,32.41,49.88,20.63
317,08/31/2022 14:00:00,30.92,47.18,18.37
318,08/31/2022 14:30:00,33.11,39.85,17.65
319,08/31/2022 15:00:00,33.20,35.89,16.08
320,08/31/2022 15:30:00,33.36,34.56,15.64
321,08/31/2022 16:00:00,33.05,33.54,14.90
322,08/31/2022 16:30:00,32.61,33.18,14.35
323,08/31/2022 17:00:00,32.59,33.24,14.36
324,08/31/2022 17:30:00,34.63,30.75,14.91
325,08/31/2022 18:00:00,32.99,31.51,13.88
326,08/31/2022 18:30:00,33.52,30.43,13.80
327,08/31/2022 19:00:00,32.15,32.64,13.69
328,08/31/2022 19:30:00,30.94,37.01,14.57
329,08/31/2022 20:00:00,27.69,48.79,15.96
330,08/31/2022 20:30:00,26.96,49.99,15.67
331,08/31/2022 21:00:00,25.95,53.10,15.69
332,08/31/2022 21:30:00,24.56,59.28,16.11
333,08/31/2022 22:00:00,23.82,65.57,17.00
334,08/31/2022 22:30:00,23.59,67.11,17.15
335,08/31/2022 23:00:00,22.96,68.05,16.77
336,08/31/2022 23:30:00,23.32,67.96,17.10
337,09/01/2022 00:00:00,23.26,66.10,16.60
338,09/01/2022 00:30:00,22.92,65.74,16.19
339,09/01/2022 01:00:00,22.73,69.38,16.86
340,09/01/2022 01:30:00,22.33,71.66,16.98
341,09/01/2022 02:00:00,21.25,77.80,17.25
342,09/01/2022 02:30:00,21.73,73.66,16.84
343,09/01/2022 03:00:00,21.19,76.39,16.90
344,09/01/2022 03:30:00,21.17,76.57,16.91
345,09/01/2022 04:00:00,21.20,76.98,17.03
346,09/01/2022 04:30:00,20.80,78.78,17.01
347,09/01/2022 05:00:00,20.61,79.48,16.96
348,09/01/2022 05:30:00,20.35,79.88,16.79
349,09/01/2022 06:00:00,20.12,81.47,16.87
350,09/01/2022 06:30:00,19.89,82.35,16.82
351,09/01/2022 07:00:00,19.75,83.34,16.87
352,09/01/2022 07:30:00,19.75,83.87,16.97
353,09/01/2022 08:00:00,20.18,82.70,17.17
354,09/01/2022 08:30:00,22.09,75.14,17.50
355,09/01/2022 09:00:00,23.12,74.00,18.26
356,09/01/2022 09:30:00,24.44,70.89,18.84
357,09/01/2022 10:00:00,27.40,60.28,19.04
358,09/01/2022 10:30:00,29.20,54.63,19.15
359,09/01/2022 11:00:00,29.52,55.40,19.67
360,09/01/2022 11:30:00,30.32,54.84,20.24
361,09/01/2022 12:00:00,30.96,52.74,20.20
362,09/01/2022 12:30:00,31.50,49.80,19.77
363,09/01/2022 13:00:00,32.63,46.54,19.71
364,09/01/2022 13:30:00,33.23,45.07,19.74
365,09/01/2022 14:00:00,32.53,47.60,19.98
366,09/01/2022 14:30:00,34.10,42.70,19.65
367,09/01/2022 15:00:00,33.60,43.55,19.52
368,09/01/2022 15:30:00,35.03,41.53,20.03
369,09/01/2022 16:00:00,31.95,49.78,20.18
370,09/01/2022 16:30:00,35.62,39.11,19.58
371,09/01/2022 17:00:00,34.40,42.52,19.85
372,09/01/2022 17:30:00,35.00,42.65,20.44
373,09/01/2022 18:00:00,35.20,41.88,20.32
374,09/01/2022 18:30:00,33.95,45.41,20.51
375,09/01/2022 19:00:00,31.80,52.71,20.97
376,09/01/2022 19:30:00,29.23,61.57,21.11
377,09/01/2022 20:00:00,28.29,66.74,21.54
378,09/01/2022 20:30:00,27.31,72.01,21.85
379,09/01/2022 21:00:00,26.96,72.30,21.58
380,09/01/2022 21:30:00,26.63,72.48,21.30
381,09/01/2022 22:00:00,25.98,76.43,21.54
382,09/01/2022 22:30:00,25.46,79.70,21.72
383,09/01/2022 23:00:00,25.03,83.33,22.03
384,09/01/2022 23:30:00,24.74,85.18,22.11
385,09/02/2022 00:00:00,24.50,86.76,22.18
386,09/02/2022 00:30:00,24.33,87.65,22.18
387,09/02/2022 01:00:00,24.17,88.49,22.18
388,09/02/2022 01:30:00,24.34,88.21,22.30
389,09/02/2022 02:00:00,24.21,88.85,22.29
390,09/02/2022 02:30:00,23.62,88.80,21.70
391,09/02/2022 03:00:00,23.57,88.75,21.63
392,09/02/2022 03:30:00,22.78,91.16,21.29
393,09/02/2022 04:00:00,23.11,88.02,21.04
394,09/02/2022 04:30:00,22.48,91.29,21.01
395,09/02/2022 05:00:00,22.32,91.75,20.94
396,09/02/2022 05:30:00,21.89,93.16,20.76
397,09/02/2022 06:00:00,21.97,92.83,20.79
398,09/02/2022 06:30:00,21.62,94.56,20.74
399,09/02/2022 07:00:00,22.22,94.44,21.31
400,09/02/2022 07:30:00,22.28,94.15,21.33
401,09/02/2022 08:00:00,22.57,92.19,21.27
402,09/02/2022 08:30:00,22.97,90.56,21.37
403,09/02/2022 09:00:00,23.56,87.29,21.35
404,09/02/2022 09:30:00,24.17,83.71,21.27
405,09/02/2022 10:00:00,25.79,74.16,20.87
406,09/02/2022 10:30:00,27.59,64.38,20.29
407,09/02/2022 11:00:00,28.75,58.74,19.90
408,09/02/2022 11:30:00,28.79,57.72,19.65
409,09/02/2022 12:00:00,29.96,54.63,19.85
410,09/02/2022 12:30:00,29.50,57.08,20.13
411,09/02/2022 13:00:00,30.48,55.35,20.54
412,09/02/2022 13:30:00,30.84,55.32,20.87
413,09/02/2022 14:00:00,31.41,52.47,20.54
414,09/02/2022 14:30:00,31.40,55.26,21.37
415,09/02/2022 15:00:00,31.46,53.58,20.93
416,09/02/2022 15:30:00,31.71,53.42,21.11
417,09/02/2022 16:00:00,29.21,61.66,21.12
418,09/02/2022 16:30:00,27.64,63.16,20.02
419,09/02/2022 17:00:00,27.28,72.43,21.91
420,09/02/2022 17:30:00,27.96,68.57,21.66
421,09/02/2022 18:00:00,23.76,92.10,22.43
422,09/02/2022 18:30:00,23.41,93.81,22.39
423,09/02/2022 19:00:00,23.90,92.59,22.66
424,09/02/2022 19:30:00,23.83,94.60,22.94
425,09/02/2022 20:00:00,23.75,95.06,22.94
426,09/02/2022 20:30:00,23.75,94.62,22.87
427,09/02/2022 21:00:00,23.88,94.27,22.93
428,09/02/2022 21:30:00,23.69,94.74,22.83
429,09/02/2022 22:00:00,23.52,94.60,22.63
430,09/02/2022 22:30:00,23.42,93.63,22.36
431,09/02/2022 23:00:00,23.18,93.91,22.18
432,09/02/2022 23:30:00,23.03,94.56,22.14
433,09/03/2022 00:00:00,23.10,94.14,22.13
434,09/03/2022 00:30:00,22.97,94.58,22.08
435,09/03/2022 01:00:00,23.00,94.27,22.06
436,09/03/2022 01:30:00,23.12,93.49,22.04
437,09/03/2022 02:00:00,22.97,93.39,21.87
438,09/03/2022 02:30:00,22.92,93.65,21.87
439,09/03/2022 03:00:00,22.97,93.67,21.92
440,09/03/2022 03:30:00,22.82,93.75,21.79
441,09/03/2022 04:00:00,22.70,94.33,21.77
442,09/03/2022 04:30:00,22.60,94.13,21.63
443,09/03/2022 05:00:00,22.48,94.47,21.57
444,09/03/2022 05:30:00,22.42,94.95,21.60
445,09/03/2022 06:00:00,22.41,94.85,21.58
446,09/03/2022 06:30:00,22.39,94.66,21.52
447,09/03/2022 07:00:00,22.35,95.20,21.57
448,09/03/2022 07:30:00,22.18,95.08,21.38
449,09/03/2022 08:00:00,22.34,94.41,21.42
450,09/03/2022 08:30:00,22.37,93.91,21.37
451,09/03/2022 09:00:00,22.80,92.21,21.50
452,09/03/2022 09:30:00,23.58,89.30,21.75
453,09/03/2022 10:00:00,24.73,84.08,21.89
454,09/03/2022 10:30:00,25.38,81.50,22.01
455,09/03/2022 11:00:00,26.93,75.86,22.33
456,09/03/2022 11:30:00,28.59,67.66,22.05
457,09/03/2022 12:00:00,28.53,66.68,21.75
458,09/03/2022 12:30:00,29.19,63.91,21.68
459,09/03/2022 13:00:00,30.33,58.76,21.38
460,09/03/2022 13:30:00,29.29,61.09,21.03
461,09/03/2022 14:00:00,30.78,55.29,20.80
462,09/03/2022 14:30:00,31.51,50.54,20.02
463,09/03/2022 15:00:00,31.66,52.73,20.84
464,09/03/2022 15:30:00,30.69,53.56,20.21
465,09/03/2022 16:00:00,31.36,54.11,20.99
466,09/03/2022 16:30:00,32.67,50.74,21.15
467,09/03/2022 17:00:00,32.08,52.45,21.14
468,09/03/2022 17:30:00,32.97,49.06,20.87
469,09/03/2022 18:00:00,30.31,58.66,21.33
470,09/03/2022 18:30:00,29.90,57.53,20.63
471,09/03/2022 19:00:00,31.60,54.37,21.30
472,09/03/2022 19:30:00,29.93,60.51,21.48
473,09/03/2022 20:00:00,26.92,72.16,21.50
474,09/03/2022 20:30:00,26.28,76.61,21.87
475,09/03/2022 21:00:00,25.69,79.71,21.95
476,09/03/2022 21:30:00,25.79,79.64,22.03
477,09/03/2022 22:00:00,25.43,81.35,22.03
478,09/03/2022 22:30:00,24.97,82.74,21.85
479,09/03/2022 23:00:00,24.41,84.93,21.74
480,09/03/2022 23:30:00,24.04,85.82,21.55
481,09/04/2022 00:00:00,23.77,86.51,21.42
482,09/04/2022 00:30:00,23.51,87.90,21.41
483,09/04/2022 01:00:00,23.36,88.80,21.43
484,09/04/2022 01:30:00,23.17,89.67,21.41
485,09/04/2022 02:00:00,23.07,90.21,21.40
486,09/04/2022 02:30:00,22.97,90.42,21.35
487,09/04/2022 03:00:00,22.94,90.88,21.40
488,09/04/2022 03:30:00,22.99,91.56,21.57
489,09/04/2022 04:00:00,23.16,91.35,21.70
490,09/04/2022 04:30:00,23.14,91.64,21.73
491,09/04/2022 05:00:00,23.25,91.28,21.78
492,09/04/2022 05:30:00,23.18,91.48,21.75
493,09/04/2022 06:00:00,23.22,91.64,21.81
494,09/04/2022 06:30:00,23.21,91.55,21.78
495,09/04/2022 07:00:00,23.21,91.54,21.78
496,09/04/2022 07:30:00,23.23,91.37,21.77
497,09/04/2022 08:00:00,23.14,91.67,21.74
498,09/04/2022 08:30:00,23.43,90.65,21.84
499,09/04/2022 09:00:00,23.46,91.24,21.98
500,09/04/2022 09:30:00,24.09,88.85,22.16
501,09/04/2022 10:00:00,24.33,87.98,22.24
502,09/04/2022 10:30:00,24.55,86.97,22.26
503,09/04/2022 11:00:00,26.66,77.19,22.36
504,09/04/2022 11:30:00,27.20,75.43,22.50
505,09/04/2022 12:00:00,29.85,62.69,21.98
506,09/04/2022 12:30:00,28.35,69.49,22.26
507,09/04/2022 13:00:00,27.72,70.73,21.95
508,09/04/2022 13:30:00,27.14,73.72,22.07
509,09/04/2022 14:00:00,25.53,84.71,22.80
510,09/04/2022 14:30:00,23.96,92.73,22.74
511,09/04/2022 15:00:00,24.35,91.96,22.99
512,09/04/2022 15:30:00,24.75,91.04,23.22
513,09/04/2022 16:00:00,24.17,93.77,23.14
514,09/04/2022 16:30:00,24.90,93.69,23.84
