#,Date-Time (EST/EDT),Ch:1 - Temperature   (°C),Ch:2 - RH   (%),Dew Point   (°C)
316,09/01/2022 13:30:00,30.26,54.95,20.22
317,09/01/2022 14:00:00,30.28,53.47,19.80
318,09/01/2022 14:30:00,30.54,52.89,19.87
319,09/01/2022 15:00:00,30.84,52.68,20.08
320,09/01/2022 15:30:00,31.22,47.33,18.70
321,09/01/2022 16:00:00,31.34,52.78,20.56
322,09/01/2022 16:30:00,31.79,46.74,19.01
323,09/01/2022 17:00:00,31.39,48.51,19.25
324,09/01/2022 17:30:00,31.04,51.68,19.95
325,09/01/2022 18:00:00,31.16,51.91,20.13
326,09/01/2022 18:30:00,31.06,53.41,20.50
327,09/01/2022 19:00:00,30.09,56.27,20.45
328,09/01/2022 19:30:00,29.37,60.88,21.06
329,09/01/2022 20:00:00,28.27,67.92,21.80
330,09/01/2022 20:30:00,27.60,71.61,22.04
331,09/01/2022 21:00:00,26.99,72.87,21.73
332,09/01/2022 21:30:00,26.61,73.09,21.41
333,09/01/2022 22:00:00,26.04,76.73,21.66
334,09/01/2022 22:30:00,25.52,80.30,21.91
335,09/01/2022 23:00:00,25.02,83.84,22.12
336,09/01/2022 23:30:00,24.90,84.81,22.20
337,09/02/2022 00:00:00,24.61,86.37,22.21
338,09/02/2022 00:30:00,24.43,87.33,22.21
339,09/02/2022 01:00:00,24.35,88.04,22.27
340,09/02/2022 01:30:00,24.23,89.16,22.35
341,09/02/2022 02:00:00,24.08,90.13,22.38
342,09/02/2022 02:30:00,23.85,88.81,21.92
343,09/02/2022 03:00:00,23.55,88.89,21.64
344,09/02/2022 03:30:00,23.32,89.16,21.47
345,09/02/2022 04:00:00,23.08,90.17,21.41
346,09/02/2022 04:30:00,23.14,88.60,21.18
347,09/02/2022 05:00:00,22.80,90.46,21.18
348,09/02/2022 05:30:00,22.83,88.63,20.88
349,09/02/2022 06:00:00,22.31,91.71,20.92
350,09/02/2022 06:30:00,21.80,94.74,20.95
351,09/02/2022 07:00:00,22.63,93.34,21.52
352,09/02/2022 07:30:00,22.37,94.07,21.40
353,09/02/2022 08:00:00,22.40,93.78,21.38
354,09/02/2022 08:30:00,22.95,91.01,21.43
355,09/02/2022 09:00:00,23.37,87.84,21.26
356,09/02/2022 09:30:00,23.80,85.43,21.23
357,09/02/2022 10:00:00,24.45,80.44,20.89
358,09/02/2022 10:30:00,25.51,72.99,20.34
359,09/02/2022 11:00:00,26.39,67.59,19.93
360,09/02/2022 11:30:00,26.54,65.71,19.62
361,09/02/2022 12:00:00,26.53,67.17,19.97
362,09/02/2022 12:30:00,27.43,64.27,20.11
363,09/02/2022 13:00:00,27.67,64.64,20.42
364,09/02/2022 13:30:00,27.39,67.81,20.94
365,09/02/2022 14:00:00,28.18,62.42,20.35
366,09/02/2022 14:30:00,28.16,65.63,21.14
367,09/02/2022 15:00:00,28.75,63.07,21.05
368,09/02/2022 15:30:00,27.53,71.88,22.03
369,09/02/2022 16:00:00,27.84,67.16,21.21
370,09/02/2022 16:30:00,26.42,76.46,21.98
371,09/02/2022 17:00:00,24.06,88.00,21.98
372,09/02/2022 17:30:00,24.58,83.65,21.65
373,09/02/2022 18:00:00,23.79,86.02,21.33
374,09/02/2022 18:30:00,22.98,95.72,22.29
375,09/02/2022 19:00:00,23.23,95.81,22.55
376,09/02/2022 19:30:00,23.44,96.32,22.85
377,09/02/2022 20:00:00,23.25,97.34,22.83
378,09/02/2022 20:30:00,23.31,96.82,22.81
379,09/02/2022 21:00:00,23.45,96.40,22.88
380,09/02/2022 21:30:00,23.22,98.05,22.92
381,09/02/2022 22:00:00,23.71,93.14,22.57
382,09/02/2022 22:30:00,23.34,94.68,22.46
383,09/02/2022 23:00:00,23.34,93.86,22.32
384,09/02/2022 23:30:00,23.45,93.05,22.29
385,09/03/2022 00:00:00,23.32,92.80,22.12
386,09/03/2022 00:30:00,23.39,92.70,22.17
387,09/03/2022 01:00:00,23.21,93.08,22.05
388,09/03/2022 01:30:00,23.36,91.87,21.99
389,09/03/2022 02:00:00,23.21,92.16,21.89
390,09/03/2022 02:30:00,23.16,92.21,21.86
391,09/03/2022 03:00:00,23.17,92.45,21.91
392,09/03/2022 03:30:00,23.07,92.13,21.75
393,09/03/2022 04:00:00,22.94,92.92,21.76
394,09/03/2022 04:30:00,22.81,93.11,21.67
395,09/03/2022 05:00:00,22.70,93.40,21.61
396,09/03/2022 05:30:00,22.67,93.81,21.65
397,09/03/2022 06:00:00,22.54,94.25,21.60
398,09/03/2022 06:30:00,22.44,94.35,21.52
399,09/03/2022 07:00:00,22.42,94.29,21.49
400,09/03/2022 07:30:00,22.28,94.78,21.44
401,09/03/2022 08:00:00,22.32,94.53,21.42
402,09/03/2022 08:30:00,22.35,94.33,21.42
403,09/03/2022 09:00:00,22.49,93.55,21.42
404,09/03/2022 09:30:00,23.18,90.22,21.52
405,09/03/2022 10:00:00,23.88,87.34,21.68
406,09/03/2022 10:30:00,24.53,85.11,21.89
407,09/03/2022 11:00:00,25.23,82.88,22.14
408,09/03/2022 11:30:00,25.80,79.52,22.02
409,09/03/2022 12:00:00,26.19,77.57,21.98
410,09/03/2022 12:30:00,27.22,70.65,21.45
411,09/03/2022 13:00:00,27.82,65.73,20.84
412,09/03/2022 13:30:00,28.02,68.04,21.60
413,09/03/2022 14:00:00,28.48,65.42,21.39
414,09/03/2022 14:30:00,29.05,62.00,21.05
415,09/03/2022 15:00:00,29.33,59.77,20.72
416,09/03/2022 15:30:00,29.56,57.75,20.37
417,09/03/2022 16:00:00,29.71,57.30,20.38
418,09/03/2022 16:30:00,29.49,53.83,19.18
419,09/03/2022 17:00:00,29.73,58.98,20.88
420,09/03/2022 17:30:00,29.51,60.23,21.02
421,09/03/2022 18:00:00,29.12,60.75,20.78
422,09/03/2022 18:30:00,28.68,61.19,20.49
423,09/03/2022 19:00:00,28.41,63.00,20.71
424,09/03/2022 19:30:00,28.15,66.22,21.28
425,09/03/2022 20:00:00,27.72,68.75,21.48
426,09/03/2022 20:30:00,27.26,71.53,21.69
427,09/03/2022 21:00:00,26.72,74.95,21.94
428,09/03/2022 21:30:00,26.37,77.01,22.04
429,09/03/2022 22:00:00,25.58,80.91,22.08
430,09/03/2022 22:30:00,25.20,81.89,21.91
431,09/03/2022 23:00:00,24.73,83.60,21.79
432,09/03/2022 23:30:00,24.31,84.98,21.65
433,09/04/2022 00:00:00,23.94,85.87,21.45
434,09/04/2022 00:30:00,23.62,87.52,21.46
435,09/04/2022 01:00:00,23.36,88.86,21.44
436,09/04/2022 01:30:00,23.21,89.57,21.42
437,09/04/2022 02:00:00,23.22,89.67,21.45
438,09/04/2022 02:30:00,23.07,90.06,21.37
439,09/04/2022 03:00:00,23.11,90.31,21.46
440,09/04/2022 03:30:00,22.99,91.53,21.57
441,09/04/2022 04:00:00,23.08,91.38,21.62
442,09/04/2022 04:30:00,23.18,91.66,21.78
443,09/04/2022 05:00:00,23.26,91.56,21.84
444,09/04/2022 05:30:00,23.22,91.56,21.80
445,09/04/2022 06:00:00,23.22,91.71,21.82
446,09/04/2022 06:30:00,23.22,91.56,21.80
447,09/04/2022 07:00:00,23.18,91.98,21.84
448,09/04/2022 07:30:00,23.09,92.06,21.76
449,09/04/2022 08:00:00,23.09,92.16,21.77
450,09/04/2022 08:30:00,23.13,92.81,21.93
451,09/04/2022 09:00:00,23.09,93.09,21.94
452,09/04/2022 09:30:00,23.39,92.29,22.09
453,09/04/2022 10:00:00,23.77,90.75,22.20
454,09/04/2022 10:30:00,24.06,89.18,22.20
455,09/04/2022 11:00:00,25.00,84.48,22.23
456,09/04/2022 11:30:00,26.10,80.41,22.49
457,09/04/2022 12:00:00,26.45,78.00,22.32
458,09/04/2022 12:30:00,26.21,82.84,23.09
459,09/04/2022 13:00:00,26.38,76.82,22.01
460,09/04/2022 13:30:00,25.96,80.29,22.33
461,09/04/2022 14:00:00,24.62,91.11,23.11
462,09/04/2022 14:30:00,23.77,93.63,22.72
463,09/04/2022 15:00:00,23.66,95.88,22.99
464,09/04/2022 15:30:00,23.87,98.21,23.60
465,09/04/2022 16:00:00,23.83,96.59,23.28
466,09/04/2022 16:30:00,23.86,97.24,23.43
467,09/04/2022 17:00:00,24.32,97.16,23.87
468,09/04/2022 17:30:00,24.35,95.83,23.68
469,09/04/2022 18:00:00,24.16,94.19,23.20
470,09/04/2022 18:30:00,24.15,94.69,23.27
471,09/04/2022 19:00:00,23.99,97.26,23.56
472,09/04/2022 19:30:00,23.51,93.92,22.50
473,09/04/2022 20:00:00,23.28,94.60,22.40
474,09/04/2022 20:30:00,22.97,95.50,22.24
475,09/04/2022 21:00:00,22.79,95.97,22.14
476,09/04/2022 21:30:00,22.86,96.39,22.29
477,09/04/2022 22:00:00,22.77,97.62,22.40
478,09/04/2022 22:30:00,22.62,98.28,22.36
479,09/04/2022 23:00:00,21.84,98.82,21.68
480,09/04/2022 23:30:00,22.35,98.07,22.06
481,09/05/2022 00:00:00,22.27,97.78,21.93
482,09/05/2022 00:30:00,22.07,97.99,21.77
483,09/05/2022 01:00:00,21.91,98.81,21.74
484,09/05/2022 01:30:00,22.08,98.58,21.88
485,09/05/2022 02:00:00,22.14,98.93,22.00
486,09/05/2022 02:30:00,22.23,98.93,22.08
487,09/05/2022 03:00:00,22.14,98.44,21.92
488,09/05/2022 03:30:00,22.13,98.30,21.88
489,09/05/2022 04:00:00,22.09,98.53,21.88
490,09/05/2022 04:30:00,22.10,98.61,21.90
491,09/05/2022 05:00:00,22.17,98.25,21.91
492,09/05/2022 05:30:00,22.17,98.46,21.94
493,09/05/2022 06:00:00,22.25,98.90,22.10
494,09/05/2022 06:30:00,22.23,98.72,22.05
495,09/05/2022 07:00:00,22.39,97.71,22.04
496,09/05/2022 07:30:00,22.41,98.32,22.16
497,09/05/2022 08:00:00,22.43,98.13,22.15
498,09/05/2022 08:30:00,22.68,97.66,22.32
499,09/05/2022 09:00:00,22.72,97.60,22.35
500,09/05/2022 09:30:00,22.91,97.54,22.53
501,09/05/2022 10:00:00,23.10,95.76,22.41
502,09/05/2022 10:30:00,23.52,95.38,22.77
503,09/05/2022 11:00:00,24.75,89.91,23.01
504,09/05/2022 11:30:00,24.66,89.70,22.89
505,09/05/2022 12:00:00,24.59,89.61,22.80
506,09/05/2022 12:30:00,25.64,85.80,23.11
507,09/05/2022 13:00:00,25.35,84.18,22.51
508,09/05/2022 13:30:00,26.04,81.37,22.63
509,09/05/2022 14:00:00,26.86,79.37,23.02
510,09/05/2022 14:30:00,27.71,73.48,22.56
511,09/05/2022 15:00:00,28.48,66.58,21.68
512,09/05/2022 15:30:00,28.53,66.00,21.58
513,09/05/2022 16:00:00,28.64,65.32,21.52
514,09/05/2022 16:30:00,27.83,69.37,21.73
